  Number  Name                   Base kV    Type    Load MW    Load Mvar     Gen. MW    Set. kV    Mvar fixed    Mvar var.
    3006  CRL_U02                13.8000      -2     0.0000       0.0000     10.5000     1.0200        0.0000       0.0000
    3007  RLN_U01                13.8000       2     0.0000       0.0000     15.0000     1.0200        0.0000       0.0000
    3008  RLN_U02                13.8000       2     0.0000       0.0000     15.0000     1.0200        0.0000       0.0000
    3009  RLN_U03                13.8000      -2     0.0000       0.0000     15.0000     1.0200        0.0000       0.0000
    3010  RLN_U04                13.8000      -2     0.0000       0.0000     15.0000     1.0200        0.0000       0.0000
    3011  NIS_U01                13.8000       2     0.0000       0.0000     17.0000     1.0200        0.0000       0.0000
    3012  LUV_B241               13.8000       2     0.0000       0.0000     10.0000     1.0200        0.0000       0.0000
    3013  LUV_B242               13.8000       2     0.0000       0.0000     10.0000     1.0200        0.0000       0.0000
    3014  LUV_B243               13.8000       2     0.0000       0.0000     10.0000     1.0200        0.0000       0.0000
    3015  LSL_U01                13.8000      -2     0.0000       0.0000     36.0000     1.0000        0.0000       0.0000
    3016  MFL_B212               13.8000       1     9.3190       1.7960      0.0000   nan             0.0000       0.0000
    3017  LPT_B202               13.8000      -2     5.0350       1.2520     18.0000     1.0000        0.0000       0.0000
    3018  LPT_B201               13.8000      -2     6.9050       2.1630     15.0000     1.0000        0.0000       0.0000
    3019  ECH_B274               13.8000       2     0.0000       0.0000     10.0000     1.0250        0.0000       0.0000
    3020  TAL_B217               13.8000      -2     0.0000       0.0000      6.0000     1.0200        0.0000       0.0000
    3021  TSZ_B257               13.8000      -2     0.0000       0.0000      6.0000     1.0200        0.0000       0.0000
    3022  LVI_B238               13.8000       1     6.9050       1.5720      0.0000   nan             0.0000       0.0000
    3023  CTE_B209               13.8000      -2     0.0000       0.0000      5.0000     1.0200        0.0000       0.0000
    3024  PGR_B318               34.5000       1    15.6800       4.3270      0.0000   nan             0.0000       0.0000
    3025  CJL_4.16KV              4.2000       1    -0.2400      -0.1300      0.0000   nan             0.0000       0.0000
    3026  SFE_B215               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3027  CTE_B307               34.5000       1    10.5090       2.6470      0.0000   nan             0.0000       0.0000
    3028  SMT_B234               13.8000       1    10.3580       2.8690      0.0000   nan             0.0000       0.0000
    3029  CRL_B501              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3030  SUY_B515              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3031  CDA_B530              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3032  CJN_B601              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3033  SUY_B612              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3034  PAV_B620              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3035  BER_B205               13.8000       1     6.9910       1.1710      0.0000   nan             0.0000       0.0000
    3036  BER_B410               69.0000       1     0.5100      -0.5100      0.0000   nan             0.0000       0.0000
    3037  BER_B507              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3038  PGR_B509              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3039  BIJ_4.16KV              4.2000       1    17.6200       7.7700      0.0000   nan             0.0000       0.0000
    3040  BIJ_B562              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3042  BOR_B332               34.5000      -2    10.9860       1.5750      1.8000     1.0200        0.0000       0.0000
    3043  BOR_B571              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3044  BVI_B218               13.8000       1    12.2280       2.0490      0.0000   nan             0.0000       0.0000
    3045  BVI_B528              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3046  CCE_B330               34.5000       1    12.4190       0.5030      0.0000   nan             0.0000       0.0000
    3047  CCE_B565              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3048  CHM_B239               13.8000       1     9.7830       3.1880      0.0000   nan             0.0000       0.0000
    3049  CHM_B539              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3050  BVI_B219               13.8000       1    12.8030       1.5940      0.0000   nan             0.0000       0.0000
    3051  CIR_B221               13.8000       1     8.7750       1.8220      0.0000   nan             0.0000       0.0000
    3052  CIR_B537              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3053  CRL_B301               34.5000       1     3.1000       1.0330      0.0000   nan             0.0000       0.0000
    3054  CRL_69KV               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3055  CTE_B513              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3056  CYG_B316               34.5000       1    14.6900       2.3680      0.0000   nan             0.0000       0.0000
    3057  DAN_B334               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3058  DAN_B432               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3059  ELC_B560              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3060  CYG_B536              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3061  GMC_B347               34.5000       1    15.4330       3.8460      0.0000   nan             0.0000       5.0000
    3062  GMC_B437               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000      15.0000
    3063  GUA_B337               34.5000       1     4.8250       1.8020      0.0000   nan             0.0000       0.0000
    3064  GUA_B537              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3065  HYO_U01                 0.5000      -2     0.0000       0.0000      0.2010     1.0000        0.0000       0.0000
    3066  ISL_B334               34.5000       1     6.2090       1.2220      0.0000   nan             0.0000       0.0000
    3067  ISL_B520              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3068  JUT_B337               34.5000      -2     1.3750       0.1590     10.0000     1.0200        0.0000       0.0000
    3069  JUT_B438               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3070  LFL_B301               34.5000       1     7.7110       0.4100      0.0000   nan             0.0000       0.0000
    3071  LFL_B434               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3072  LNZ_138KV             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3073  LIM_69KV               69.0000       1     4.7480       1.8220      0.0000   nan             0.0000       0.0000
    3074  LLN_B213               13.8000       1     4.6730       0.6970      0.0000   nan             0.0000       0.0000
    3075  LLN_B419               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3076  LNZ_B226               13.8000       1     5.9410       0.7500      0.0000   nan             0.0000       0.0000
    3077  LNZ_B425               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3078  LPT_B503              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3079  LSL_B628              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3080  LUV_B621              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3081  MAS_B352               34.5000       1     6.3140       2.0420      0.0000   nan             0.0000       0.0000
    3082  MAS_B544              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3083  MCH_B311               34.5000      -2     0.0000       0.0000      3.1900     1.0200        0.0000       0.0000
    3084  MCH_2.4KV               2.4000       1    12.0000       2.3000      0.0000   nan             0.0000       0.0000
    3085  MFL_B523              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3086  MOR_B335               34.5000       1     4.4600       0.7060      0.0000   nan             0.0000       0.0000
    3087  MOR_B435               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3088  NIS_B310               34.5000       1     8.0810       1.6610      0.0000   nan             0.0000       0.0000
    3089  NIS_B439               69.0000      -2     0.0000       0.0000     23.2000     1.0200        0.0000       0.0000
    3090  PAV_B363               34.5000      -2    13.6470       0.1950     12.5000     1.0250        0.0000       0.0000
    3091  PAZ_B525              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3092  PAZ_B125                4.2000       1    12.9000       5.1300      0.0000   nan             0.0000       0.0000
    3093  LOS_PLANES              0.4000      -2     0.0000       0.0000      2.0000     1.0200        0.0000       0.0000
    3094  PGR_B422               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3095  PGR_B603              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3096  BER_B206               13.8000       1     7.6890       2.2560      0.0000   nan             0.0000       0.0000
    3097  RGU_B518              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3098  RLN_B521              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3099  SFE_B303               34.5000       1     1.6220       0.8270      0.0000   nan             0.0000       0.0000
    3100  SFE_B404               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3101  SFE_B505              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3102  SGT_B374               34.5000       1    10.5670       2.7070      0.0000   nan             0.0000       0.0000
    3103  SGT_138KV             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3104  SIS_B309               34.5000       1    13.1520       2.7790      0.0000   nan             0.0000       0.0000
    3105  SIS_B548              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3106  SLU_B321               34.5000      -2    -4.0000      -1.0000     23.0000     1.0000        0.0000       0.0000
    3108  SMT_B534              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       5.0000
    3109  SRS_B331               34.5000       4     7.8030       1.9700      0.0000   nan             0.0000       0.0000
    3110  PNU_69KV               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3111  SRS_B433               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3112  SUY_B203               13.8000       1     8.7050       0.9400      0.0000   nan             0.0000       0.0000
    3113  SUY_B418               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3114  BAB_U01                13.8000       2     0.0000       0.0000      4.0150     1.0000        0.0000       0.0000
    3115  SMR_U01                13.8000       2     0.0000       0.0000      0.6120     1.0200        0.0000       0.0000
    3116  TAL_B404               69.0000       2     0.0000       0.0000     30.0000     1.0000        0.0000       0.0000
    3117  TEL_B305               34.5000       1    12.6180       5.2920      0.0000   nan             0.0000       0.0000
    3118  TEL_B511              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3119  TON_B228               13.8000       1     7.5570       0.3270      0.0000   nan             0.0000       0.0000
    3120  TON_B535              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3121  TSZ_B226               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3122  TSZ_B526              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3123  VNU_B520              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000      10.0000
    3124  VNU_B322               34.5000       1     4.5000       1.6000      0.0000   nan             0.0000       0.0000
    3125  RBL_U01                 4.2000      -2     0.0000       0.0000      3.2920     1.0280        0.0000       0.0000
    3126  YOR_B336               34.5000       1     4.1710       0.5700      0.0000   nan             0.0000       0.0000
    3127  ZAM_B331               34.5000       1     3.3620       0.4810      0.0000   nan             0.0000       0.0000
    3128  ZAM_B431               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       3.0000
    3129  ZAC_U01                 0.5000      -2     0.0000       0.0000      0.1200     1.0200        0.0000       0.0000
    3130  CDA_B210               13.8000       1    14.9530       3.8040      0.0000   nan             0.0000       0.0000
    3131  SUY_R212               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3132  SUY_R213               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3133  PNU_13.8KV             13.8000       1     6.8220       0.7820      0.0000   nan             0.0000       0.0000
    3134  LPT_B244               13.8000       1    11.3640       3.0740      0.0000   nan             0.0000       0.0000
    3135  SFE_34.5KV             34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3136  BER_13.8KV             13.8000       1    10.6450       3.0740      0.0000   nan             0.0000       0.0000
    3137  CIR_B222               13.8000       1    12.5150       3.0740      0.0000   nan             0.0000       0.0000
    3138  CIR_B216               13.8000       1    15.8240       5.0100      0.0000   nan             0.0000       0.0000
    3139  GEV_U01                 0.5000      -2     2.8770       0.5700      6.0000     1.0100        0.0000       0.0000
    3140  RTD_13.8KV             13.8000       1    14.7440       6.0060      0.0000   nan             0.0000       0.0000
    3141  DAN_B333               34.5000       1     6.1680       0.6340      0.0000   nan             0.0000       0.0000
    3142  ENF_U01                 0.5000       2     0.0000       0.0000     10.0000     1.0100        0.0000       0.0000
    3143  CHU_U01                13.8000      -2     0.0000       0.0000      7.0900     1.0190        0.0000       0.0000
    3144  LGL_U01                13.8000       2     0.0000       0.0000      1.7460     1.0200        0.0000       0.0000
    3145  CUY_69                 69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3146  CUY_U01                13.8000       2     0.0000       0.0000      5.0180     1.0000        0.0000       0.0000
    3147  SRS_B331               34.5000       1     9.5450       2.0230      0.0000   nan             0.0000       0.0000
    3148  NIC_U05                 0.5000       2     0.0000       0.0000     20.0000     1.0000        0.0000       0.0000
    3149  RLQ_B056                0.4000       1    -1.1000      -0.5000      0.0000   nan             0.0000       0.0000
    3150  LNZ_B227               13.8000       1     7.5960       0.7500      0.0000   nan             0.0000       0.0000
    3151  SGT_34.5KV             34.5000       1    11.9660       1.2000      0.0000   nan             0.0000       0.0000
    3152  SRS_B332               34.5000       1     8.7930       3.2450      0.0000   nan             0.0000       0.0000
    3153  CYM_U01                 4.2000       2     0.0000       0.0000      8.0890     1.0000        0.0000       0.0000
    3154  SCA_U01                 4.2000       2     0.0000       0.0000      1.2240     1.0000        0.0000       0.0000
    3155  TON_B610              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3156  NIV_U01                 0.5000      -2     0.0000       0.0000      0.2000     1.0100        0.0000       0.0000
    3157  CCE_B_329              34.5000       1     2.5160       0.3530      0.0000   nan             0.0000       0.0000
    3158  COR_U01                 4.2000       2     0.0000       0.0000      1.4550     1.0000        0.0000       0.0000
    3159  VNU_B323               34.5000       1     7.1930       2.1630      0.0000   nan             0.0000       0.0000
    3160  RET_138KV             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3161  RET_B256               13.8000       1     9.8290       4.0000      0.0000   nan             0.0000       0.0000
    3162  LES_U01                 4.2000       2     0.0000       0.0000      5.0180     1.0100        0.0000       0.0000
    3163  CPA_U01                 4.2000      -2     0.0000       0.0000      0.5020     1.0300        0.0000       0.0000
    3164  ISL_B331               34.5000       1     6.2090       1.2220      0.0000   nan             0.0000       0.0000
    3165  PEB_U01                 4.2000      -2     0.0000       0.0000      0.4520     1.0000        0.0000       0.0000
    3166  APC_U01                 0.5000      -2     2.5000       0.7000      0.0000     1.0000        0.0000       0.0000
    3167  IHS_U01                 0.5000      -2     0.0000       0.0000     10.0000     1.0000        0.0000       0.0000
    3168  ECO_U01                 0.5000      -2     0.0000       0.0000      0.7200     1.0100        0.0000       0.0000
    3169  CYR_U01                 4.2000       2     0.0000       0.0000      1.5050     1.0100        0.0000       0.0000
    3170  CUY_69KV               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3171  CRN_U01                13.8000      -2     0.0000       0.0000      7.0000     1.0000        0.0000       0.0000
    3173  LEA_U01                 4.2000      -2     0.0000       0.0000      0.5000     1.0000        0.0000       0.0000
    3174  MGG_U01                 4.2000      -2     0.0000       0.0000      1.5000     1.0200        0.0000       0.0000
    3175  YOD_U01                 4.2000      -2     0.0000       0.0000      0.2500     1.0100        0.0000       0.0000
    3176  ACE_U01                 4.2000      -2     0.0000       0.0000      2.0500     1.0200        0.0000       0.0000
    3177  LAU_U01                 4.2000      -2     0.0000       0.0000      2.5000     1.0000        0.0000       0.0000
    3178  TER_T537               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3179  TER_LVI_138           138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3180  CAR_B540              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3181  CAR_B340               34.5000       2     4.3600       0.5430     10.0000     1.0200        0.0000       0.0000
    3182  SJP_U01                13.8000       2     0.0000       0.0000      6.4000     1.0000        0.0000       0.0000
    3183  LEC_B619              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3184  LEC_B309               34.5000       1    14.2320       4.3910      0.0000   nan             0.0000       0.0000
    3185  NCO_B564              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3186  NCO_B364               34.5000       1    15.1050       4.7820      0.0000   nan             0.0000       0.0000
    3187  CYG_B315               34.5000      -2    20.4680       2.8000      6.0000     1.0000        0.0000       0.0000
    3188  PSM_230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3190  F-LEC-PAN             230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3191  SPC_138KV             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3192  SPC_13.8KV             13.8000       1     5.3390       1.4370      0.0000   nan             0.0000       0.0000
    3201  SOLAR_NAC1             34.5000      -2     0.0000       0.0000     19.9500     1.0100        0.0000       0.0000
    3203  SPS_B558              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3204  AGP_B556              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3205  ENR_B246               13.8000       2     0.0000       0.0000     18.4280     1.0200        0.0000       0.0000
    3206  ENR_B247               13.8000       2     0.0000       0.0000     18.4280     1.0200        0.0000       0.0000
    3207  ENR_B248               13.8000       2     0.0000       0.0000     18.4280     1.0200        0.0000       0.0000
    3208  ENR_B249               13.8000       2     0.0000       0.0000     18.4280     1.0200        0.0000       0.0000
    3209  ENR_B250               13.8000       2     0.0000       0.0000     18.4280     1.0200        0.0000       0.0000
    3210  PSM_TER9                0.7000      -2     0.0000       0.0000      9.8800     1.0200        0.0000       0.0000
    3211  NNC_B639              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3213  BCO_138               138.0000       1    17.8780      13.1460      0.0000   nan             0.0000       0.0000
    3214  BCO_13.8               13.8000       2     0.0000       0.0000     35.1280     1.0000        0.0000       0.0000
    3215  MAT_I_4.16              4.2000      -2     0.0000       0.0000      1.7060     1.0000        0.0000       0.0000
    3216  LAS_VENT_34            34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3217  LAS_VENT_4.1            4.2000      -2     0.0000       0.0000      8.5000     1.0000        0.0000       0.0000
    3218  BETUL_0.48              0.5000       2     0.0000       0.0000      4.0150     0.9900        0.0000       0.0000
    3219  MER_138               138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3220  MPP_B268               13.8000      -2     0.0000       0.0000     16.0590     0.9800        0.0000       0.0000
    3221  SOLAR_PRD              34.5000      -2     0.0000       0.0000      0.0000     1.0200        0.0000       0.0000
    3222  SOLAR_NAC2             34.5000      -2     0.0000       0.0000     47.5000     1.0200        0.0000       0.0000
    3223  SOLAR_SLU              34.5000      -2     0.0000       0.0000     28.5000     1.0200        0.0000       0.0000
    3224  MEZAPA                  4.2000      -2     0.0000       0.0000      2.2000     1.0000        0.0000       0.0000
    3225  RGN                     4.2000      -2     0.0000       0.0000      0.9030     1.0300        0.0000       0.0000
    3228  GPP_B269               13.8000       2     9.0000       1.8200     43.0000     1.0000        0.0000       0.0000
    3229  BCO_13.8               13.8000       2     0.0000       0.0000     35.1280     1.0000        0.0000       0.0000
    3230  LAJAS_Y_MANZ           34.5000       4     0.0000       0.0000      0.0000     1.0200        0.0000       0.0000
    3243  GPLATANARES            69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3244  GPLATANARES            13.8000       2    11.8980       3.9400     20.0730     1.0200        0.0000       0.0000
    3262  PAT_B644              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3263  PAT_U1                 13.8000       2     0.0000       0.0000     40.0000     1.0000        0.0000       0.0000
    3264  PAT_U2                 13.8000       2     0.0000       0.0000     30.0000     1.0000        0.0000       0.0000
    3271  PETACON                34.5000       2     0.0000       0.0000     11.9000     1.0200        0.0000       0.0000
    3276  ALTIA                 138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3280  BCO_13.8               13.8000       2     0.0000       0.0000     35.1280     1.0400        0.0000       0.0000
    3284  SMT_13.8KV             13.8000       1     3.8840       0.9680      0.0000   nan             0.0000       0.0000
    3290  BER_UM510              13.8000       1    10.2860       1.8440      0.0000   nan             0.0000       0.0000
    3296  AGV                     0.5000       2     0.0000       0.0000      0.8530     1.0200        0.0000       0.0000
    3297  CCG                    13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3298  CCG_SE                 34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3299  CCG_PL                 34.5000       2     0.0000       0.0000      2.8100     1.0200        0.0000       0.0000
    3300  SBV_B609              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3301  AGC_B624              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3302  PENCALIGUE              4.2000       2     0.0000       0.0000      7.0000     1.0200        0.0000       0.0000
    3303  PENCALIGUE              4.2000       2     0.0000       0.0000      7.0000     1.0200        0.0000       0.0000
    3306  SHL_B572              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3307  SLH_13.8               13.8000      -2     0.0000       0.0000     11.1710     1.0200        0.0000       0.0000
    3308  LA_ENSENADA            13.8000       2     0.0000       0.0000      8.5000     1.0000        0.0000       0.0000
    3309  RIO_FRIO                4.2000       2     0.0000       0.0000      4.0000     1.0200        0.0000       0.0000
    3310  PRD_B618              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3311  PRD_B360               34.5000       1     6.5040       0.5680      0.0000   nan             0.0000       0.0000
    3313  PHP                     4.2000       2     0.0000       0.0000      5.0180     1.0300        0.0000       0.0000
    3314  ODA_B430               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3315  PVR                    69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3316  PVR_B330               34.5000       1    10.5380       3.4100      0.0000   nan             0.0000       0.0000
    3317  SHL_B_278              13.8000      -2     0.0000       0.0000     10.9000     1.0200        0.0000       0.0000
    3318  ENCENADA              138.0000       2     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3319  LA_ENSENADA            13.8000       2     0.0000       0.0000      7.5000     1.0200        0.0000       0.0000
    3322  YAG_138KV             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3323  YAG_I_13.8KV           13.8000       2     0.0000       0.0000     10.0000     1.0200        0.0000       0.0000
    3324  YAG_II_13.8K           13.8000       2     0.0000       0.0000     10.0000     1.0200        0.0000       0.0000
    3325  JUD_B412               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3326  JUD_B650              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3327  TER_JUD_T623           34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3328  CUYAGAUL                4.2000       2     0.0000       0.0000      6.1000     1.0000        0.0000       0.0000
    3329  CORRAL_DE_PI            0.7000       2     0.0000       0.0000      2.4000     1.0000        0.0000       0.0000
    3330  LOS_PINOS_1            34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3331  LOS_PINOS               0.5000      -2     0.0000       0.0000      3.5000     1.0000        0.0000       0.0000
    3332  SAN_ALEJO               4.2000      -2     0.0000       0.0000      2.2000     1.0000        0.0000       0.0000
    3333  BUS_1                  34.5000       2     0.0000       0.0000     18.9000     1.0200        0.0000       0.0000
    3334  PEC                    13.8000       2     9.0000       1.6000     18.9000     1.0100        0.0000       0.0000
    3335  PEC_ALTIA              34.5000       1    10.0000       2.0000      0.0000   nan             0.0000       0.0000
    3336  PEC_SJIP               34.5000       1    10.0000       2.0000      0.0000   nan             0.0000       0.0000
    3341  CHY_B647              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3350  YOR_B436               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3351  LUT_B246               13.8000       2     0.0000       0.0000     17.0620     1.0200        0.0000       0.0000
    3352  LUT_B247               13.8000       2     0.0000       0.0000     17.0620     1.0200        0.0000       0.0000
    3353  LUT_B248               13.8000       2     0.0000       0.0000     17.0620     1.0200        0.0000       0.0000
    3354  LUT_B249               13.8000       2     0.0000       0.0000     17.0620     1.0200        0.0000       0.0000
    3355  LUT_B622              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3402  NAC_U01                 4.2000       2     0.0000       0.0000      7.0260     1.0190        0.0000       0.0000
    3408  RNA_138KV             138.0000       1    41.4290      12.8650      0.0000   nan             0.0000       0.0000
    3409  RNA_B333               34.5000       1    10.3080       1.2960      0.0000   nan             0.0000       0.0000
    3411  SFE_B103               13.8000       2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    3412  TRV_U01                 4.2000      -2     0.0000       0.0000     21.2780     1.0450        0.0000       0.0000
    3413  ETX_B255               13.8000       2     0.0000       0.0000      7.0260     1.0350        0.0000       0.0000
    3415  ELC_B231               13.8000       2     0.0000       0.0000     10.0000     1.0480        0.0000       0.0000
    3416  ELC_B232               13.8000       2     0.0000       0.0000     10.0000     1.0480        0.0000       0.0000
    3417  SUY_B223               13.8000       1    11.6150       2.0070      0.0000   nan             0.0000       0.0000
    3418  CJN_B370               34.5000       1     0.3260       0.2580      0.0000   nan             0.0000       0.0000
    3419  CAH_69KV               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3420  CAH_U01                13.8000      -2     0.0000       0.0000      8.3000     1.0200        0.0000       0.0000
    3421  GRE_U01                13.8000      -2     2.9900       0.2600     18.0660     1.0100        0.0000       0.0000
    3424  ETX_69KV               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3425  ERA_B471               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       3.0000
    3426  ERA_B302               34.5000       1     7.2500       0.7640      0.0000   nan             0.0000       0.0000
    3427  AMT_B541              138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3428  AMT_B314               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3429  AMT_B605              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3430  CAT_B443               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3431  CAT_B342               34.5000       1     2.3360       0.8240      0.0000   nan             0.0000       0.0000
    3432  CHI_B403               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3433  CHI_B362               34.5000       1     5.0200       0.7080      0.0000   nan             0.0000       0.0000
    3434  AMT_B312               34.5000       1    14.6420       1.7590      0.0000   nan             0.0000       0.0000
    3436  PLL_B363               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3437  PLL                     0.4000      -2     0.0000       0.0000      6.6750     1.0100        0.0000       0.0000
    3438  PLL_1                   0.4000      -2     0.0000       0.0000      6.6750     1.0000        0.0000       0.0000
    3453  ENN_U01                 0.5000      -2     0.0000       0.0000      5.4300     1.0000        0.0000       0.0000
    3460  LAZ_34.5               34.5000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    3461  LAZ_P_I                 0.5000       4     0.0000       0.0000      3.8000     1.0350        0.0000       0.0000
    3462  LAZ_PL_II               0.5000       4     0.0000       0.0000      3.8000     1.0400        0.0000       0.0000
