  Number  Name                   Base kV    Type    Load MW    Load Mvar     Gen. MW    Set. kV    Mvar fixed    Mvar var.
    4635  GSN-U5                 13.8000       2     0.0000       0.0000     34.2860     1.0000        0.0000       0.0000
    4636  GSN-U6                 13.8000       2     0.0000       0.0000     34.2860     1.0000        0.0000       0.0000
    4637  GSN-U7                 13.8000       2     0.0000       0.0000     34.2860     1.0000        0.0000       0.0000
    4701  AMY-I                   0.6000      -2     0.0000       0.0000     11.9700     1.0000       16.1000       0.0000
    4702  AMY-II                  0.6000      -2     0.0000       0.0000      6.9300     1.0000        9.9000       0.0000
    4731  AMY-T13.               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4750  AMY-230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4800  LVG-230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4801  EOLO-345               34.5000       1     0.0000       0.0000      0.0000   nan            10.0000       0.0000
    4802  EOLO                    0.7000       2     0.0000       0.0000     13.2000     1.0000        0.0000       0.0000
    4803  EOLO-230              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4827  LVG-138               138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4828  LVG-24.9               24.9000       1     3.0940       1.0170      0.0000   nan             0.0000       0.0000
    4830  ABR-34.5               34.5000       1     0.0000       0.0000      0.0000   nan             8.0000       0.0000
    4831  ABR                     0.7000       2     0.0000       0.0000     11.8800     1.0200        0.0000       0.0000
    4832  ABR-230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4900  EVJ13.8T               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4906  LNI-TT3                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4908  LBS-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4910  LBS-AT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4912  MGA13.8A               14.4000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4914  SNR13.8T               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4916  MSY-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4917  MT1-AT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4918  MSY-AT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4919  MT1-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4920  TCP-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4921  TCP-AT3                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4922  TCP-AT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4923  DLNII-69               69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4925  DTTM-69                69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4927  MSY-AT3                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4930  PTMA-69                69.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4931  HPA-1                  13.8000       2     0.0000       0.0000      5.0000     1.0000        0.0000       0.0000
    4932  HPA-2                  13.8000       2     0.0000       0.0000      5.0000     1.0000        0.0000       0.0000
    4936  FV-VEL                  0.7000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    4937  FV-VEL                 13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4939  PSL-13.8               13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4950  SMA-138               138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4951  MJN-138               138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4952  MJN-13.8               13.8000       1     2.1000       0.9900      0.0000   nan             0.0000       2.0000
    4953  MJN-4.16                4.2000       1     5.4000       2.5600      0.0000   nan             0.0000       0.0000
    4954  MTL-G1                 13.8000      -2     0.0000       0.0000     30.0000     1.0000        0.0000       0.0000
    4955  SMT-34.5               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4956  TRB-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4958  BCO-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4960  PBP                     0.7000       2     0.0000       0.0000     11.8800     1.0000        0.0000       0.0000
    4961  GATII-138             138.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4970  PSL-0.4                 0.4000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    4975  MLP-AT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4976  MLP-AT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4981  EOL1-0.7                0.7000       2     0.0000       0.0000      7.2000     1.0000        0.0000       0.0000
    4983  EOL1-34.5              34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4984  EOL1-230              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    4985  MOR-U1                 24.9000       2     0.0000       0.0000      1.0000     1.0000        0.0000       0.0000
    4993  PSOL2                  13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    4994  PSOL3                  13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    4995  PSOL4                  13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    6000  FRONTPRO              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6001  PAN230                230.0000       2     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6002  PAN115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000     120.0000
    6003  PANII230              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6004  PANII115              115.0000       1     0.0000       0.0000      0.0000   nan             0.0000     120.0000
    6005  CHO230                230.0000       2     0.0000       0.0000      0.0000   nan             0.0000      90.0000
    6006  CHO115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6007  CHO34                  34.5000       1     3.2700       0.0200      0.0000   nan             0.0000       0.0000
    6008  LSA230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000     150.0000
    6009  LSA115                115.0000       2     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6010  LSA34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6011  MDN230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6012  MDN115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6013  MDN34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6014  PRO230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6015  PRO115                115.0000       1     1.3300       0.6400      0.0000   nan             0.0000       0.0000
    6016  PRO34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6017  CEMEX                   4.2000       1    17.5200       8.4800      0.0000   nan             0.0000       0.0000
    6018  CAC115                115.0000       2     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6019  CVI115A               115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6020  CVI_T1A                13.8000       1    24.8900       4.3200      0.0000   nan             0.0000       5.4000
    6021  CVI_T1B                34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6022  CVI_T2A                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       9.9000
    6024  CHI115                115.0000       1    20.5800      10.2400      0.0000   nan             0.0000       0.0000
    6025  CHI13A                 13.8000       1     4.9800       0.3200      0.0000   nan             0.0000       6.0000
    6026  CHI13B                 13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       5.4000
    6027  LOC115A               115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6028  LOC_T1A                13.8000       1     2.0400       0.6200      0.0000   nan             0.0000       7.2000
    6030  LOC_T2A                13.8000       1     2.3500       0.7600      0.0000   nan             0.0000       8.1000
    6032  MAR115A               115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6033  MAR_T1A                13.8000       1     5.4900       1.6000      0.0000   nan             0.0000       9.0000
    6035  MAR_T2A                13.8000       1     3.7400       1.0000      0.0000   nan             0.0000       9.9000
    6036  SMA115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6037  SMA_T1A                13.8000       1     5.7900       1.6300      0.0000   nan             0.0000       3.6000
    6039  SMA_T2A                13.8000       1     8.4400       2.3400      0.0000   nan             0.0000       5.4000
    6040  SFR115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6041  SFR_T2A                13.8000       1     6.5200       1.7400      0.0000   nan             0.0000       8.7000
    6043  SFR_T3A                13.8000       1     6.1000       1.6400      0.0000   nan             0.0000       5.4000
    6045  SFR_T4A                13.8000       1     7.8600       2.8100      0.0000   nan             0.0000       4.5000
    6047  CLA115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6048  CLA13.8                13.8000       1     4.6200       1.0900      0.0000   nan             0.0000       0.0000
    6049  ARE115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6050  ARE34                  34.5000       1    60.5900      24.0000      0.0000   nan             0.0000       3.7200
    6051  POC115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6052  POC34                  34.5000       1    21.2800       8.4300      0.0000   nan             0.0000       0.0000
    6053  STG115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6054  STG34                  34.5000       1    53.0300      21.0000      0.0000   nan             0.0000       0.0000
    6055  MOS115B               115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6056  MOS_T1A                13.8000       1     4.7600       1.6400      0.0000   nan             0.0000       8.1000
    6057  TOC115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6058  TOC_T1A                13.8000       1    10.4600       3.1900      0.0000   nan             0.0000       4.5000
    6059  LM1115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6060  LM2115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6061  L.M.44                 43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6062  L.M.13B                13.8000       1     2.3500       0.8700      0.0000   nan             0.0000       7.0000
    6063  MHOPE                  43.8000       1    27.7900       6.9600      0.0000   nan             0.0000       4.8000
    6064  MHOPE2.4                2.4000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6065  MHOPE12                12.0000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6066  FFIELD                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       3.6000
    6067  FF13.8                 13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6068  FF44                   43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6069  COLON44A               43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       7.0000
    6070  CLN4.16                 4.2000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6071  BLMG2                  13.8000      -2     0.0000       0.0000     22.0000     1.0000        0.0000       0.0000
    6072  BLMG3                  13.8000      -2     0.0000       0.0000     22.0000     1.0000        0.0000       0.0000
    6073  BLMG4                  13.8000      -2     0.0000       0.0000     22.0000     1.0000        0.0000       0.0000
    6074  LMDIST                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6077  BLMG8                  13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6078  BLMG9                  13.8000      -2     0.0000       0.0000     39.0000     1.0000        0.0000       0.0000
    6079  PM44-2                 43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6080  PM44-3                 43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6082  PAN13T1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6083  PAN13T2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6084  PAN13T3                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6085  PANIIT1                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6086  PANIIT2                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6087  CAL115                115.0000       1     0.1400       0.0700      0.0000   nan             0.0000       0.0000
    6088  LES115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6090  LESG1                  13.8000       2     0.0000       0.0000     21.9410     1.0100        0.0000       0.0000
    6091  LESG2                  13.8000       2     0.0000       0.0000     21.9410     1.0100        0.0000       0.0000
    6092  LVA115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6094  LVAG1                  13.8000       2     0.0000       0.0000     25.3730     1.0200        0.0000       0.0000
    6095  LVAG2                  13.8000       2     0.0000       0.0000     25.3730     1.0200        0.0000       0.0000
    6096  FOR230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6097  FORG1                  13.8000       2     0.0000       0.0000     87.4930     1.0300        0.0000       0.0000
    6098  FORG2                  13.8000       2     0.0000       0.0000     87.4930     1.0300        0.0000       0.0000
    6099  FORG3                  13.8000       2     0.0000       0.0000     87.4930     1.0300        0.0000       0.0000
    6100  BAY230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6101  BAYG1                  13.8000       2     0.0000       0.0000     80.8120     1.0100        0.0000       0.0000
    6102  BAYG2                  13.8000       2     0.0000       0.0000     80.8120     1.0100        0.0000       0.0000
    6105  PAM230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6106  PAM_13A                13.8000      -2     0.0000       0.0000     15.1000     0.9800        0.0000       0.0000
    6107  PAM_13B                13.8000      -2     0.0000       0.0000     15.1000     0.9800        0.0000       0.0000
    6108  PAM_13C                13.8000      -2     0.0000       0.0000     16.1500     0.9800        0.0000       0.0000
    6109  PANIIT3                13.8000       4     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6110  BAYG3                  13.8000       2     0.0000       0.0000     79.9440     1.0100        0.0000       0.0000
    6115  LBO115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6116  LBO13                  13.8000       1     6.3500       1.9900      0.0000   nan             0.0000       5.4000
    6123  MIR115A               115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6124  MIR44                  43.8000       1    10.6800       2.6800      0.0000   nan             0.0000       0.0000
    6125  MIR12                  13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6126  MIR_13A                12.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6130  MIRG5                  13.8000      -2     0.0000       0.0000     16.9990     1.0000        0.0000       0.0000
    6131  BAL44                  43.8000       1    12.1800       3.0500      0.0000   nan             0.0000       0.0000
    6132  SUM44                  43.8000       1     1.1200       0.2800      0.0000   nan             0.0000       0.0000
    6133  MAD44                  43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6134  MADG1                   6.9000      -2     0.0000       0.0000     11.0000     1.0000        0.0000       0.0000
    6135  MADG2                   6.9000      -2     0.0000       0.0000     11.0000     1.0000        0.0000       0.0000
    6136  MADG3                   6.9000       2     0.0000       0.0000     10.0000     1.0000        0.0000       0.0000
    6137  GAM44                  43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6138  ACL44                  43.8000       1    11.1500       4.0300      0.0000   nan             0.0000       0.0000
    6139  GAT44                  43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6140  GAT6A                   6.9000       2     4.9500       1.5200      4.0000     1.0000        0.0000       0.0000
    6142  DUG44                  43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6143  DUG12                  12.0000       1     0.0000       0.0000      0.0000   nan             0.0000       4.0000
    6144  HOW12                  12.0000       1     8.2600       2.0700      0.0000   nan             0.0000       0.0000
    6145  MIR2                   12.0000       1     6.4500       3.4200      0.0000   nan             0.0000       0.7500
    6146  BAL12                  12.0000       1     0.0000       0.0000      0.0000   nan             0.0000       6.0000
    6147  BAL2                    2.4000       1     0.0000       0.0000      0.0000   nan             0.0000       3.0000
    6148  SUM                    12.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6149  GAM2                    2.4000       1     1.0600       0.4500      0.0000   nan             0.0000       0.0000
    6151  IND44                  43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6152  IND2                    2.4000       1     6.6700       1.8600      0.0000   nan             0.0000       0.7500
    6153  TAP401                 43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6154  TAP402                 43.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6158  MIRG9                  13.8000       2     0.0000       0.0000     35.9730     1.0200        0.0000       0.0000
    6159  MIRG10                 13.8000      -2     0.0000       0.0000     33.0000     1.0400        0.0000       0.0000
    6165  FLO115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6166  FLO13.8                13.8000       1     8.6400       2.1700      0.0000   nan             0.0000       8.1000
    6170  CPA115                115.0000       1     6.4500       3.1300      0.0000   nan             0.0000       0.0000
    6171  PAC230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6172  PAC_13A                13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    6173  STR115                115.0000       2     0.0000       0.0000      0.0000   nan             0.0000      40.0000
    6176  ESTG1                  13.8000       2     0.0000       0.0000     56.2480     1.0200        0.0000       0.0000
    6177  ESTG2                  13.8000       2     0.0000       0.0000     56.2480     1.0200        0.0000       0.0000
    6178  EST230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6179  GUA230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6181  VEL34                  34.5000       1     3.2900       0.8200      0.0000   nan             0.0000       0.0000
    6182  VEL230                230.0000       2     0.0000       0.0000      0.0000   nan             0.0000      90.0000
    6183  CVI_T3A                13.8000       1     4.7500       1.8900      0.0000   nan             0.0000       8.1000
    6184  CVI_T3B                34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6185  LOC_T3A                13.8000       1     8.2700       2.0300      0.0000   nan             0.0000       9.9000
    6188  MAR_T3A                13.8000       1     1.7700       0.0800      0.0000   nan             0.0000       8.1000
    6191  SMA_T3A                13.8000       1     5.6700       2.3200      0.0000   nan             0.0000       6.3000
    6194  MOS_T2A                13.8000       1     6.8500       1.5600      0.0000   nan             0.0000       3.6000
    6197  TOR115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6198  TOR13.8                13.8000       1    13.9200       4.3900      0.0000   nan             0.0000       5.1000
    6199  TOR13.8                13.8000       1    13.9200      13.9200      0.0000   nan             0.0000       0.0000
    6206  TRO13.8                13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    6210  TIN115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6212  TIN_T1                 13.8000       1     1.6800       0.1800      0.0000   nan             0.0000       5.4000
    6214  TIN_T2                 13.8000       1     6.4300       2.2500      0.0000   nan             0.0000       4.5000
    6220  TOC_T2A                13.8000       1     7.3400       1.1200      0.0000   nan             0.0000       5.4000
    6222  TOC_T3A                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       8.1000
    6223  TOC_T3B                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6230  CBA115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6231  CBA_T1A                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       8.1000
    6233  CBA_T2A                13.8000       1     6.7800       1.8800      0.0000   nan             0.0000       8.1000
    6235  CBA_T3A                13.8000       1    10.2800       2.6900      0.0000   nan             0.0000       8.1000
    6240  EHIG230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6241  EHIG34                 34.5000       1    45.8800      10.4400      0.0000   nan             0.0000       0.0000
    6260  CHA230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6261  CHA115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6262  CHA34                  34.5000       1    21.3600       7.3800      0.0000   nan             0.0000       0.0000
    6263  ESP230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6264  CHANG1                 13.8000       2     0.0000       0.0000     98.9030     1.0100        0.0000       0.0000
    6265  CHANG2                 13.8000       2     0.0000       0.0000     98.9030     1.0100        0.0000       0.0000
    6266  ESP34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6267  CHAG3_34               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6268  CHANG3                  6.9000       2     0.0000       0.0000      8.7270     1.0100        0.0000       0.0000
    6270  CAT115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6271  CAT_13A                13.8000      -2     0.0000       0.0000      8.2800     1.0100        0.0000       0.0000
    6272  CAT_13B                13.8000      -2     0.0000       0.0000      8.2800     1.0100        0.0000       0.0000
    6290  CATII115              115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6291  TCOG1                  13.8000      -2     0.0000       0.0000     47.5000     0.9800        0.0000       0.0000
    6292  TCOG2                  13.8000      -2     0.0000       0.0000     47.5000     0.9800        0.0000       0.0000
    6293  TCOG3                  13.8000      -2     0.0000       0.0000     47.5000     0.9800        0.0000       0.0000
    6300  CAL34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6301  ALG34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6302  MEN34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6303  COC34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6304  MENII34                34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6305  ALG_13A                13.8000       2     0.0000       0.0000      4.5500     1.0100        0.0000       0.0000
    6306  MEN_13A                13.8000      -2     0.0000       0.0000      8.3910     1.0100        0.0000       0.0000
    6307  COC_13A                34.5000      -2     0.0000       0.0000      6.7760     1.0100        0.0000       0.0000
    6308  MENII_13A              13.8000      -2     0.0000       0.0000      3.3430     1.0100        0.0000       0.0000
    6320  FF13.8                 13.8000       1     2.8000       0.6600      0.0000   nan             0.0000       0.0000
    6321  FF13.8                 13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       5.4000
    6328  BAI0.48                 0.5000      -2     0.0000       0.0000      1.6420     1.0000        0.0000       0.0000
    6329  BAM0.48                 0.5000      -2     0.0000       0.0000      0.5210     1.0000        0.0000       0.0000
    6330  BAI230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6331  BAI115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6332  BAM115                115.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6333  BAMG1                  13.8000       2     0.0000       0.0000     26.1570     1.0100        0.0000       0.0000
    6334  BAMG2                  13.8000       2     0.0000       0.0000     26.1570     1.0100        0.0000       0.0000
    6335  BAIG1                  13.8000       2     0.0000       0.0000     41.5850     1.0100        0.0000       0.0000
    6336  BAIG2                  13.8000       2     0.0000       0.0000     41.5850     1.0100        0.0000       0.0000
    6337  SAND230               230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6338  SAND34.5               34.5000      -2     0.0000       0.0000      4.6310     1.0100        0.0000       0.0000
    6340  CAN230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6341  CAN34                  34.5000       1    23.3000      11.2900      0.0000   nan             0.0000       0.0000
    6360  GLA230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6361  GLAG1                  13.8000       2     0.0000       0.0000     11.5380     1.0100        0.0000       0.0000
    6362  GLAG2                  13.8000       2     0.0000       0.0000     11.5380     1.0100        0.0000       0.0000
    6363  ZAM230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6364  LORG1                  13.8000      -2     0.0000       0.0000     15.1890     1.0100        0.0000       0.0000
    6365  LORG2                  13.8000      -2     0.0000       0.0000     15.1890     1.0100        0.0000       0.0000
    6366  EVA230                230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6367  PRUG1                  13.8000      -2     0.0000       0.0000     26.5220     1.0000        0.0000       0.0000
    6368  PRUG2                  13.8000      -2     0.0000       0.0000     26.5220     1.0000        0.0000       0.0000
    6370  BOQIII34B              34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6371  CAD34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6372  CADG1                  13.8000      -2     0.0000       0.0000      0.0000     1.0000        0.0000       0.0000
    6373  CAD13.8                13.8000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6376  PORV34                 34.5000       1     9.2300       2.3100      0.0000   nan             0.0000       0.0000
    6377  CON34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6379  BOQIII34C              34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6380  BOQIII230             230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6381  BOQIII34               34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6382  PEDI34                 34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6383  PEDII34                34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6384  PAR34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6385  BOC34                  34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6386  PEDI_13A               13.8000       2     0.0000       0.0000     11.1040     1.0100        0.0000       0.0000
    6387  PEDII_13A              13.8000       2     0.0000       0.0000      6.0030     1.0100        0.0000       0.0000
    6388  MACG1                   0.7000       2     0.0000       0.0000      1.6090     1.0100        0.0000       0.0000
    6389  MACG2                   0.7000       2     0.0000       0.0000      1.6090     1.0100        0.0000       0.0000
    6390  CON_4.16A               4.2000       2     0.0000       0.0000      4.6710     1.0100        0.0000       0.0000
    6391  PAAG1                   2.1000      -2     0.0000       0.0000      2.6420     1.0100        0.0000       0.0000
    6392  PAAG2                   2.1000      -2     0.0000       0.0000      2.6420     1.0100        0.0000       0.0000
    6393  BOQI34                 34.5000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6394  LPN_4.16A               4.2000       2     0.0000       0.0000      4.6710     1.0100        0.0000       0.0000
    6395  LPS_4.16A               4.2000       2     0.0000       0.0000      4.6710     1.0100        0.0000       0.0000
    6396  RP4G1                   6.6000       2     0.0000       0.0000      5.7910     1.0100        0.0000       0.0000
    6397  RP4G2                   6.6000       2     0.0000       0.0000      5.7910     1.0100        0.0000       0.0000
    6400  FRONTCHA              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6401  PM230-29              230.0000       1     0.0000       0.0000      0.0000   nan             0.0000       0.0000
    6420  DOL_4.16A               4.2000      -2     0.0000       0.0000      0.9360     1.0100        0.0000       0.0000
    6421  LP1_4.16A               4.2000      -2     0.0000       0.0000      1.4790     1.0100        0.0000       0.0000
    6422  MMO_4.16A               4.2000      -2     0.0000       0.0000      1.1500     1.0100        0.0000       0.0000
    6423  BU1G1                   4.2000      -2     0.0000       0.0000      1.9450     1.0100        0.0000       0.0000
    6424  BU1G2                   4.2000      -2     0.0000       0.0000      1.9450     1.0100        0.0000       0.0000
