  From number    To number  From name           To name             ID      In service    R (pu)    X (pu)    Tap ratio (pu)    Capacity (MVA)
         4981         4983  EOL1-0.7_0.7000     EOL1-34.5_34.500    1                1    0.0000    0.3103            1.0000           40.0000
         4983         4984  EOL1-34.5_34.500    EOL1-230_230.00     1                1    0.0000    0.3103            1.0000           40.0000
         6007         6970  CHO34_34.500        TT1                 1                1    0.0000   10.0000            1.0000            0.0000
         6010         6914  LSA34_34.500        JAG0.4_0.4000       1                1    0.0000    0.0810            1.0000           25.0000
         6010         6971  LSA34_34.500        TT2                 1                1    0.0000   10.0000            1.0000            0.0000
         6013         6972  MDN34_34.500        TT3                 1                1    0.0000   10.0000            1.0000            0.0000
         6016         6973  PRO34_34.500        TT4                 1                1    0.0000   10.0000            1.0000            0.0000
         6017         6047  CEMEX_4.1600        CLA115_115.00       T1               1    0.0000    0.9720            0.9753           10.0000
         6017         6047  CEMEX_4.1600        CLA115_115.00       T2               1    0.0000    0.9720            0.9753           15.0000
         6017         6047  CEMEX_4.1600        CLA115_115.00       T3               1    0.0000    0.9720            0.9753           30.0000
         6019         6022  CVI115A_115.00      CVI_T2A_13.800      T2               1    0.0000    0.3664            1.0000           42.0000
         6024         6025  CHI115_115.00       CHI13A_13.800       T1               1    0.0000    0.5773            1.0500           25.0000
         6024         6026  CHI115_115.00       CHI13B_13.800       T2               1    0.0000    0.5773            1.0250           25.0000
         6027         6028  LOC115A_115.00      LOC_T1A_13.800      T1               1    0.0000    0.3584            1.0000           50.0000
         6027         6030  LOC115A_115.00      LOC_T2A_13.800      T2               1    0.0000    0.3584            1.0000           50.0000
         6027         6185  LOC115A_115.00      LOC_T3A_13.800      T3               1    0.0000    0.3584            1.0000           47.0000
         6032         6033  MAR115A_115.00      MAR_T1A_13.800      T1               1    0.0000    0.2987            1.0000           50.0000
         6032         6035  MAR115A_115.00      MAR_T2A_13.800      T2               1    0.0000    0.2987            1.0000           50.0000
         6032         6188  MAR115A_115.00      MAR_T3A_13.800      T3               1    0.0000    0.2987            1.0000           50.0000
         6036         6037  SMA115_115.00       SMA_T1A_13.800      T1               1    0.0000    0.3037            1.0000           50.0000
         6036         6039  SMA115_115.00       SMA_T2A_13.800      T2               1    0.0000    0.3037            1.0000           50.0000
         6036         6191  SMA115_115.00       SMA_T3A_13.800      T3               1    0.0000    0.3064            1.0000           50.0000
         6036         6732  SMA115_115.00       CEP13.8_13.800      T1               1    0.0000    0.7200            1.0000           12.5000
         6040         6041  SFR115_115.00       SFR_T2A_13.800      T2               1    0.0000    0.3584            1.0000           46.0000
         6040         6043  SFR115_115.00       SFR_T3A_13.800      T3               1    0.0000    0.2987            1.0000           50.0000
         6040         6045  SFR115_115.00       SFR_T4A_13.800      T4               1    0.0000    0.2987            1.0000           50.0000
         6047         6048  CLA115_115.00       CLA13.8_13.800      T1               1    0.0000    0.9893            1.0000           10.5000
         6047         6048  CLA115_115.00       CLA13.8_13.800      T2               1    0.0000    0.5773            1.0250           25.0000
         6047         6048  CLA115_115.00       CLA13.8_13.800      T3               1    0.0000    0.5773            1.0250           25.0000
         6049         6050  ARE115_115.00       ARE34_34.500        T1               1    0.0000    0.3120            1.0000           50.0000
         6049         6050  ARE115_115.00       ARE34_34.500        T2               1    0.0000    0.4860            1.0000           50.0000
         6051         6052  POC115_115.00       POC34_34.500        T1               1    0.0000    0.4920            1.0000           25.0000
         6051         6052  POC115_115.00       POC34_34.500        T2               1    0.0000    0.5000            1.0000           25.0000
         6051         6433  POC115_115.00       EFR_4.16A_4.1600    T1               1    0.0000    0.0600            1.0500            7.0000
         6053         6054  STG115_115.00       STG34_34.500        T1               1    0.0000    0.5060            1.0000           25.0000
         6053         6054  STG115_115.00       STG34_34.500        T2               1    0.0000    0.5040            1.0000           25.0000
         6053         6054  STG115_115.00       STG34_34.500        T3               1    0.0000    0.5040            1.0000           25.0000
         6055         6056  MOS115B_115.00      MOS_T1A_13.800      T1               1    0.0000    0.3116            1.0000           50.0000
         6055         6194  MOS115B_115.00      MOS_T2A_13.800      T2               1    0.0000    0.3123            1.0000           50.0000
         6057         6058  TOC115_115.00       TOC_T1A_13.800      T1               1    0.0000    0.3007            1.0000           50.0000
         6057         6220  TOC115_115.00       TOC_T2A_13.800      T2               1    0.0000    0.3636            1.0000           42.0000
         6060         6071  LM2115_115.00       BLMG2_13.800        T2               1    0.0000    0.2225            1.0000           50.0000
         6060         6072  LM2115_115.00       BLMG3_13.800        T3               1    0.0000    0.2225            1.0000           50.0000
         6060         6073  LM2115_115.00       BLMG4_13.800        T4               1    0.0000    0.2115            1.0000           50.0000
         6062         6074  L.M.13B_13.800      LMDIST_115.00       T9               1    0.0000    0.5200            1.0625           28.0000
         6063         6064  MHOPE_43.800        MHOPE2.4_2.4000     T1               0    0.0000    0.8827            1.0000            9.1000
         6063         6064  MHOPE_43.800        MHOPE2.4_2.4000     T2               0    0.0000    0.8827            1.0000            9.1000
         6063         6065  MHOPE_43.800        MHOPE12_12.000      T1               0    0.0000    0.6540            0.9875           12.5000
         6063         6065  MHOPE_43.800        MHOPE12_12.000      T2               0    0.0000    0.6540            0.9875           12.5000
         6063         6206  MHOPE_43.800        TRO13.8_13.800      1                1    0.1737    0.9857            1.0000            6.8000
         6066         6067  FFIELD_115.00       FF13.8_13.800       T1               1    0.0000    0.3024            1.0000           50.0000
         6066         6068  FFIELD_115.00       FF44_43.800         T3               1    0.0000    0.3024            0.9688           56.0000
         6066         6320  FFIELD_115.00       FF13.8_13.800       T2               1    0.0000    0.3024            1.0500           42.0000
         6066         6321  FFIELD_115.00       FF13.8_13.800       T5               1    0.0000    0.0750            1.0500           50.0000
         6069         6070  COLON44A_43.800     CLN4.16_4.1600      T1               0    0.0000    0.6000            0.9688           13.3000
         6069         6070  COLON44A_43.800     CLN4.16_4.1600      T2               0    0.0000    0.6000            0.9688           13.3000
         6087         6300  CAL115_115.00       CAL34_34.500        T1               1    0.0000    0.2363            0.9750           62.5000
         6096         6097  FOR230_230.00       FORG1_13.800        T1               1    0.0000    0.1100            1.0000          111.0000
         6096         6098  FOR230_230.00       FORG2_13.800        T2               1    0.0000    0.1100            1.0000          111.0000
         6096         6099  FOR230_230.00       FORG3_13.800        T3               1    0.0000    0.1100            1.0000          111.0000
         6100         6101  BAY230_230.00       BAYG1_13.800        T1               1    0.0000    0.1278            1.0250          109.0000
         6100         6102  BAY230_230.00       BAYG2_13.800        T2               1    0.0000    0.1278            1.0250           96.0000
         6100         6110  BAY230_230.00       BAYG3_13.800        T3               1    0.0000    0.1113            1.0134          109.0000
         6105         6106  PAM230_230.00       PAM_13A_13.800      T1               1    0.0000    0.2302            1.0800           63.0000
         6105         6107  PAM230_230.00       PAM_13B_13.800      T2               1    0.0000    0.2302            1.0800           63.0000
         6105         6108  PAM230_230.00       PAM_13C_13.800      T3               1    0.0000    0.2302            1.0800           63.0000
         6115         6116  LBO115_115.00       LBO13_13.800        T1               1    0.0000    0.0750            1.0250           50.0000
         6115         6116  LBO115_115.00       LBO13_13.800        T2               1    0.0000    0.0750            1.0250           50.0000
         6123         6124  MIR115A_115.00      MIR44_43.800        7A               1    0.0468    0.2586            1.0700           47.0000
         6123         6124  MIR115A_115.00      MIR44_43.800        7B               1    0.0468    0.2586            1.0700           50.0000
         6123         6124  MIR115A_115.00      MIR44_43.800        7C               1    0.0468    0.2586            1.0700           75.0000
         6123         6158  MIR115A_115.00      MIRG9_13.800        T4               1    0.0000    0.1880            1.0000           50.0000
         6123         6159  MIR115A_115.00      MIRG10_13.800       T5               1    0.0000    0.1880            1.0000           50.0000
         6124         6125  MIR44_43.800        MIR12_13.800        T1               1    0.0810    0.4660            0.9749           25.0000
         6124         6125  MIR44_43.800        MIR12_13.800        T2               1    0.0810    0.4660            0.9749           25.0000
         6124         6126  MIR44_43.800        MIR_13A_12.000      T1               1    0.0810    0.0466            0.9749           25.0000
         6124         6130  MIR44_43.800        MIRG5_13.800        T5               1    0.0384    0.2168            1.0000           24.0000
         6124         6145  MIR44_43.800        MIR2_12.000         T1               1    0.2250    0.9070            0.9749            9.4000
         6124         6145  MIR44_43.800        MIR2_12.000         T2               1    0.2250    0.9070            0.9749            9.4000
         6131         6146  BAL44_43.800        BAL12_12.000        T1               1    0.0793    0.4380            0.9498           25.0000
         6131         6146  BAL44_43.800        BAL12_12.000        T2               1    0.0793    0.4570            0.9498           25.0000
         6131         6147  BAL44_43.800        BAL2_2.4000         T1               1    0.0874    0.8200            0.9521            9.4000
         6131         6147  BAL44_43.800        BAL2_2.4000         T2               1    0.0874    0.8200            0.9521            9.4000
         6131         6147  BAL44_43.800        BAL2_2.4000         T3               1    0.0874    0.8330            0.9521            9.4000
         6132         6148  SUM44_43.800        SUM_12.000          T1               1    0.1518    0.8693            0.9726            9.4000
         6132         6148  SUM44_43.800        SUM_12.000          T2               1    0.1518    0.8750            0.9726            9.4000
         6133         6134  MAD44_43.800        MADG1_6.9000        T1               1    0.1000    0.4540            1.0244           16.0000
         6133         6135  MAD44_43.800        MADG2_6.9000        T2               1    0.1000    0.5740            1.0244           16.0000
         6133         6136  MAD44_43.800        MADG3_6.9000        T3               1    0.1000    0.5733            1.0244           16.0000
         6137         6149  GAM44_43.800        GAM2_2.4000         T1               1    0.1047    1.0000            0.9521            6.3000
         6137         6149  GAM44_43.800        GAM2_2.4000         T2               1    0.1047    1.0000            0.9521            6.3000
         6139         6140  GAT44_43.800        GAT6A_6.9000        T1               1    0.1000    0.5340            1.0000           28.0000
         6139         6140  GAT44_43.800        GAT6A_6.9000        T2               1    0.1000    0.5340            1.0000           28.0000
         6142         6143  DUG44_43.800        DUG12_12.000        T1               1    0.0788    0.4540            1.0000           25.0000
         6151         6152  IND44_43.800        IND2_2.4000         T1               1    0.1000    0.8670            1.0000            9.4000
         6151         6152  IND44_43.800        IND2_2.4000         T2               1    0.1000    0.8670            1.0000            9.4000
         6165         6166  FLO115_115.00       FLO13.8_13.800      T1               1    0.0000    0.2667            1.0000           30.0000
         6165         6166  FLO115_115.00       FLO13.8_13.800      T2               1    0.0000    0.2667            1.0000           30.0000
         6171         6172  PAC230_230.00       PAC_13A_13.800      T1               1    0.0000    0.1846            1.0431           65.0000
         6172         6955  PAC_13A_13.800      GEE_13.800          T1               1    0.0000    0.2960            1.0000           20.9000
         6176         6178  ESTG1_13.800        EST230_230.00       T1               1    0.0000    0.6105            1.0000           70.0000
         6177         6178  ESTG2_13.800        EST230_230.00       T2               1    0.0000    0.6105            1.0000           70.0000
         6178         6988  EST230_230.00       ESS_34.500          1                1    0.0000    0.0001            1.0000            0.0000
         6181         6182  VEL34_34.500        VEL230_230.00       T1               1    0.0000    0.2450            1.0000           50.0000
         6197         6198  TOR115_115.00       TOR13.8_13.800      T1               1    0.0000    0.2225            1.0000           30.0000
         6197         6199  TOR115_115.00       TOR13.8_13.800      T2               1    0.0000    0.2225            1.0000           30.0000
         6210         6212  TIN115_115.00       TIN_T1_13.800       T1               1    0.0000    0.3488            1.0000           42.0000
         6210         6214  TIN115_115.00       TIN_T2_13.800       T2               1    0.0000    0.3672            1.0000           42.0000
         6230         6231  CBA115_115.00       CBA_T1A_13.800      T1               1    0.0000    0.3584            1.0000           50.0000
         6230         6233  CBA115_115.00       CBA_T2A_13.800      T2               1    0.0000    0.3584            1.0000           50.0000
         6230         6235  CBA115_115.00       CBA_T3A_13.800      T3               1    0.0000    0.3584            1.0000           50.0000
         6240         6241  EHIG230_230.00      EHIG34_34.500       T1               1    0.0000    0.2450            1.0059           50.0000
         6240         6241  EHIG230_230.00      EHIG34_34.500       T2               1    0.0000    0.0847            1.0500           75.0000
         6262         6999  CHA34_34.500        TT5                 1                1    0.0000   10.0000            1.0000            0.0000
         6263         6264  ESP230_230.00       CHANG1_13.800       T1               1    0.0000    0.1350            1.0059          125.0000
         6263         6265  ESP230_230.00       CHANG2_13.800       T2               1    0.0000    0.1350            1.0059          125.0000
         6264         6266  CHANG1_13.800       ESP34_34.500        T1               1    0.0000    0.0930            1.0059           13.0000
         6267         6268  CHAG3_34_34.500     CHANG3_6.9000       T1               1    0.0000    0.0928            1.0059           13.0000
         6270         6271  CAT115_115.00       CAT_13A_13.800      T1               1    0.0000    0.2279            1.0000           52.0000
         6270         6272  CAT115_115.00       CAT_13B_13.800      T2               1    0.0000    0.2279            1.0000           52.0000
         6290         6291  CATII115_115.00     TCOG1_13.800        T1               1    0.0000    0.0847            1.0500           75.0000
         6290         6292  CATII115_115.00     TCOG2_13.800        T2               1    0.0000    0.0847            1.0500           75.0000
         6290         6293  CATII115_115.00     TCOG3_13.800        T3               1    0.0000    0.0847            1.0500           75.0000
         6301         6305  ALG34_34.500        ALG_13A_13.800      T1               1    0.0000    0.9278            1.0000           12.0000
         6302         6306  MEN34_34.500        MEN_13A_13.800      T1               1    0.0000    0.0853            1.0500           22.0000
         6303         6307  COC34_34.500        COC_13A_34.500      T1               1    0.0000    0.0853            1.0000           22.0000
         6304         6308  MENII34_34.500      MENII_13A_13.800    T1               1    0.0000    0.0870            1.0204           22.0000
         6328         6332  BAI0.48_0.5000      BAM115_115.00       T3               1    0.0000    0.0679            1.0000            2.0000
         6329         6332  BAM0.48_0.5000      BAM115_115.00       T4               1    0.0000    0.0508            1.0000            1.0000
         6330         6331  BAI230_230.00       BAI115_115.00       T1               1    0.0000    0.1350            1.0000           60.0000
         6330         6335  BAI230_230.00       BAIG1_13.800        T1               1    0.0000    0.1350            1.0000           60.0000
         6330         6336  BAI230_230.00       BAIG2_13.800        T2               1    0.0000    0.1350            1.0000           60.0000
         6332         6333  BAM115_115.00       BAMG1_13.800        T1               1    0.0000    0.6105            1.0000           70.0000
         6332         6334  BAM115_115.00       BAMG2_13.800        T1               1    0.0000    0.6105            1.0000           70.0000
         6337         6338  SAND230_230.00      SAND34.5_34.500     T1               1    0.0000    0.0001            1.0000           13.2000
         6340         6341  CAN230_230.00       CAN34_34.500        T1               1    0.0000    0.2200            1.0500           50.0000
         6360         6528  GLA230_230.00       GLA34_34.500        T1               1    0.0000    0.1090            1.0000           40.0000
         6370         6380  BOQIII34B_34.500    BOQIII230_230.00    T2               1    0.0000    0.1872            1.0059           83.3000
         6370         6380  BOQIII34B_34.500    BOQIII230_230.00    T3               1    0.0000    0.1872            1.0000           83.3000
         6371         6372  CAD34_34.500        CADG1_13.800        T1               1    0.0000    0.2250            1.0000           40.0000
         6377         6390  CON34_34.500        CON_4.16A_4.1600    T1               1    0.0000    0.6154            1.0000           13.0000
         6380         6381  BOQIII230_230.00    BOQIII34_34.500     T1               1    0.0000    0.2054            1.0059           83.3000
         6382         6386  PEDI34_34.500       PEDI_13A_13.800     T1               1    0.0000    0.1010            1.0000           27.0000
         6383         6387  PEDII34_34.500      PEDII_13A_13.800    T1               1    0.0000    0.1010            1.0000           16.0000
         6384         6388  PAR34_34.500        MACG1_0.6900        T1               1    0.0000    0.0600            1.0000            2.5000
         6384         6389  PAR34_34.500        MACG2_0.6900        T2               1    0.0000    0.0600            1.0000            2.5000
         6385         6396  BOC34_34.500        RP4G1_6.6000        T1               1    0.0000    0.0800            1.0000            8.5000
         6385         6397  BOC34_34.500        RP4G2_6.6000        T2               1    0.0000    0.0800            1.0000            8.5000
         6391         6952  PAAG1_2.1400        TIJ34_34.500        T1               1    0.0000    0.0738            1.0000            4.0000
         6392         6952  PAAG2_2.1400        TIJ34_34.500        T2               1    0.0000    0.0738            1.0000            4.0000
         6393         6394  BOQI34_34.500       LPN_4.16A_4.1600    T1               1    0.0000    0.0600            1.0000           12.0000
         6393         6395  BOQI34_34.500       LPS_4.16A_4.1600    T1               1    0.0000    0.0600            1.0000           12.0000
         6420         6950  DOL_4.16A_4.1600    VAL34_34.500        T1               1    0.0000    0.0730            1.0000            4.0000
         6421         6950  LP1_4.16A_4.1600    VAL34_34.500        T1               1    0.0000    0.0715            1.0000            5.5000
         6422         6952  MMO_4.16A_4.1600    TIJ34_34.500        T1               1    0.0000    0.0713            1.0000            3.5000
         6423         6708  BU1G1_4.1600        BUG_34_34.500       T1               1    0.0000    0.0600            1.0000            2.5000
         6424         6708  BU1G2_4.1600        BUG_34_34.500       T2               1    0.0000    0.0600            1.0000            2.5000
         6425         6708  BU1G3_0.6900        BUG_34_34.500       T3               1    0.0000    0.0600            1.0000            1.3000
         6432         6961  YEG_4.16A_4.1600    DIV34_34.500        T1               1    0.0000    0.1700            1.0000           10.0000
         6441         6452  PRIM230_230.00      PDOG1_13.800        T1               1    0.0000    0.1000            1.0000           20.0000
         6441         6453  PRIM230_230.00      PDOG2_13.800        T2               1    0.0000    0.1000            1.0000           20.0000
         6442         6449  ALT230_230.00       MLIG1_13.800        T1               1    0.0000    0.1000            1.0000           20.0000
         6442         6450  ALT230_230.00       MLIG2_13.800        T2               1    0.0000    0.1000            1.0000           20.0000
         6442         6451  ALT230_230.00       MLIG3_13.800        T3               1    0.0000    0.1000            1.0000           20.0000
         6442         6796  ALT230_230.00       CDO34_34.500        1                1    0.0000    0.0001            1.0000           25.0000
         6443         6446  PARE230_230.00      ALTG1_13.800        T1               1    0.0000    0.1000            1.0000           26.0000
         6443         6447  PARE230_230.00      ALTG2_13.800        T2               1    0.0000    0.1000            1.0000           26.0000
         6443         6448  PARE230_230.00      ALTG3_13.800        T3               1    0.0000    0.1000            1.0000           26.0000
         6456         6457  ALT13.8_13.800      ALTG4_0.4800        T1               1    0.0000    0.6000            1.0000            1.3000
         6460         6461  ECO230_230.00       ECO34B_34.500       T1               1    0.0000    0.0720            1.0000          125.0000
         6460         6462  ECO230_230.00       ECO34A_34.500       T2               1    0.0000    0.0720            1.0000          125.0000
         6463         6690  NCH1G1_6.9000       NCH134_34.500       T1               1    0.0000    0.0001            1.0000            0.0000
         6464         6691  RDV1G1_6.9000       RDV134_34.500       T2               1    0.0000    0.0001            1.0000            0.0000
         6465         6692  RDV2G2_6.9000       RDV234_34.500       T3               1    0.0000    0.0001            1.0000            0.0000
         6466         6693  MARG1_6.9000        MARA34_34.500       T4               1    0.0000    0.0001            1.0000            0.0000
         6467         6694  NCH2G1_6.9000       NCH234_34.500       T5               1    0.0000    0.0001            1.0000            0.0000
         6468         6695  RDV2G1_6.9000       RDV234_34.500       T6               1    0.0000    0.0001            1.0000            0.0000
         6469         6696  PORG1_6.9000        POR34_34.500        T7               1    0.0000    0.0001            1.0000            0.0000
         6470         6471  24DIC230_230.00     24DIC13_13.800      T1               1    0.0000    0.0600            1.0000           50.0000
         6470         6471  24DIC230_230.00     24DIC13_13.800      T2               0    0.0000    0.0600            1.0000           50.0000
         6470         6475  24DIC230_230.00     24DIC13_13.800      T2               1    0.0000    0.0600            1.0000           50.0000
         6480         6481  SLO4.16_4.1600      SLOR34_34.500       T1               1    0.0000    0.0001            1.0000           10.0000
         6490         6492  BON115_115.00       BONG1_13.800        T1               1    0.0000    0.0001            1.0000           12.5000
         6490         6493  BON115_115.00       BONG2_13.800        T2               1    0.0000    0.0001            1.0000           12.5000
         6490         6494  BON115_115.00       BONG3_13.800        T3               1    0.0000    0.0001            1.0000           12.5000
         6495         6950  LP2_4.16A_4.2000    VAL34_34.500        T1               1    0.0000    0.0715            1.0000           10.0000
         6496         6497  BU2_34_34.500       BU2_4.16_4.2000     T1               1    0.0000    0.0600            1.0000           10.0000
         6502         6505  DIS0.4_0.4000       DIS34_115.00        T1               1    0.0000    0.0800            1.0000           11.0000
         6511         6512  SAL230_230.00       SAL6.6_6.6000       T1               1    0.0000    0.1250            1.0000           33.5000
         6513         6514  LPO230_230.00       LPO6.6_6.6000       T1               1    0.0000    0.1250            1.0000           33.5000
         6523         6524  LCR34_34.500        LCRG1_11.000        T1               1    0.0000    0.0700            1.0000           12.5000
         6523         6525  LCR34_34.500        LCRG2_11.000        T2               1    0.0000    0.0700            1.0000           12.5000
         6523         6526  LCR34_34.500        LCRG3_6.6000        T3               1    0.0000    0.0700            1.0000            1.3000
         6551         6552  LFI230_230.00       BBL13_13.800        1                1    0.0000    0.3740            1.0000           33.0000
         6604         6605  STR2115_115.00      STR234A_34.500      T1               1    0.0000    0.1256            1.0000           22.0000
         6604         6606  STR2115_115.00      STR234B_34.500      T2               1    0.0000    0.1256            1.0000           22.0000
         6604         6610  STR2115_115.00      STR234C_34.500      T3               1    0.0000    0.1254            1.0000           32.0000
         6605         6611  STR234A_34.500      JIN4.16A_4.1600     T4               1    0.0000    0.0610            1.0000            9.0000
         6605         6612  STR234A_34.500      JIN4.16A_4.1600     T5               1    0.0000    0.0640            1.0000           11.0000
         6606         6613  STR234B_34.500      JIN4.16B_4.2000     T6               1    0.0000    0.0640            1.0000           11.0000
         6606         6614  STR234B_34.500      JIN4.16B_4.2000     T7               1    0.0000    0.0640            1.0000           11.0000
         6610         6615  STR234C_34.500      JIN4.16C_4.2000     T8               1    0.0000    0.0640            1.0000           11.0000
         6610         6616  STR234C_34.500      JIN4.16C_4.2000     T9               1    0.0000    0.0640            1.0000           11.0000
         6610         6617  STR234C_34.500      JIN4.16C_4.2000     10               1    0.0000    0.0640            1.0000           11.0000
         6636         6640  IKA034_34.500       IKA0G1_0.6000       T1               1    0.0000    0.5700            1.0000           11.4000
         6637         6641  IKA134_34.500       IKA1G1_0.6000       T2               1    0.0000    0.5700            1.0000           11.4000
         6638         6642  IKA234_34.500       IKA2G1_0.6000       T4               1    0.0000    0.5700            1.0000           11.4000
         6639         6643  IKA334_34.500       IKA3G1_0.6000       T3               1    0.0000    0.5700            1.0000           11.4000
         6702         6703  BVI230_230.00       BVI115_115.00       1                1    0.0000    0.1250            1.0000          250.0000
         6702         6703  BVI230_230.00       BVI115_115.00       2                1    0.0000    0.1250            1.0000          250.0000
         6703         6704  BVI115_115.00       BVI13_13.800        1                1    0.0000    0.2667            1.0000           30.0000
         6703         6704  BVI115_115.00       BVI13_13.800        2                1    0.0000    0.2667            1.0000           30.0000
         6703         6704  BVI115_115.00       BVI13_13.800        3                1    0.0000    0.2667            1.0000           30.0000
         6709         6710  BDT34_34.500        BDT4.16_4.2000      T1               1    0.0000    0.9000            1.0000           10.0000
         6719         6720  SAC115_115.00       SAC34_34.500        T1               1    0.0000    0.9753            1.0000           30.0000
         6742         6743  LAC34_34.500        LACG1_6.6000        T1               1    0.0000    1.6000            1.0000            5.0000
         6742         6744  LAC34_34.500        LACG2_6.6000        T2               1    0.0000    1.6000            1.0000            5.0000
         6751         6752  SPE230_230.00       SPE34_34.500        T1               1    0.0000    0.1100            1.0000          120.0000
         6753         6754  BOT230_230.00       BOT34_34.500        T1               1    0.0000    0.1200            1.0000          100.0000
         6753         6754  BOT230_230.00       BOT34_34.500        T2               1    0.0000    0.1200            1.0000          100.0000
         6753         6754  BOT230_230.00       BOT34_34.500        T3               1    0.0000    0.1200            1.0000          100.0000
         6755         6756  PUR230_230.00       PURG1_13.800        T1               1    0.0000    0.0500            1.0000          182.6000
         6755         6757  PUR230_230.00       PURG2_13.800        T2               1    0.0000    0.0500            1.0000          182.6000
         6766         6767  CHU34_34.500        CHU13.8_13.800      1                1    0.0000    0.8000            1.0000           10.0000
         6783         6784  TOA230_230.00       TOA34_34.500        1                1    0.0000    0.1300            1.0000           80.0000
         6784         6785  TOA34_34.500        TOAG1_0.6000        T1               1    0.0000    0.0800            1.0000          125.0000
         6797         6798  CDO342_34.500       CDOG1_2.1400        1                1    0.0000    0.0001            1.0000            4.0000
         6797         6799  CDO342_34.500       CDOG2_2.1400        1                1    0.0000    0.0001            1.0000            4.0000
         6804         6808  CNOG1_13.800        CNO230_230.00       T1               1    0.0000    0.0960            1.0000           90.0000
         6805         6808  CNOG2_13.800        CNO230_230.00       T2               1    0.0000    0.0960            1.0000           90.0000
         6806         6808  CNOG3_13.800        CNO230_230.00       T3               1    0.0000    0.0960            1.0000           90.0000
         6807         6808  CNOV1_13.800        CNO230_230.00       T4               1    0.0000    0.0960            1.0000          185.0000
         6891         6892  MIT115_115.00       MIT13.8_13.800      T1               1    0.0000    0.0750            1.0000           25.0000
         6897         6898  CAI230_230.00       CAI34_34.500        1                1    0.0000    0.1000            1.0000           45.0000
        12324        12325  BLM-691_69.000      BLM-13_13.800       1                1    0.0000    0.2138            1.0000           55.0000
        14001        16023  OXE-69_69.000       OXE-H_13.800        1                1    0.0000    0.3333            1.0000           30.0000
        14006        16025  CAF-69_69.000       CAF-H_4.1600        1                1    0.0000    0.5964            1.0000           14.0000
        14010        16028  RAA-69_69.000       RAA-H_4.1600        1                1    0.0000    1.2308            1.0000            6.5000
        16013        16014  SNT-34_34.500       SNT-E_0.6900        1                1    0.0000    0.0800            1.0000           55.0000
        20202        22201  ANTA-FV1_0.4000     ANTA-22_22.000      1                1    0.0001    0.0923            1.0000           65.0000
        20221        23222  MARQ-FV1_0.4000     FMTS-34.5_34.500    1                1    0.0000    1.0000            1.0000            6.0000
        20222        23222  TRIN-FV1_0.4000     FMTS-34.5_34.500    1                1    0.0000    0.7500            1.0000            8.0000
        20223        23223  REME-FV1_0.6450     REME-34.5_34.500    1                1    0.0000    0.2559            1.0000           23.5000
        20224        23222  SSOL-FV1_0.6450     FMTS-34.5_34.500    1                1    0.0000    0.5812            1.0000           10.1000
        20301        21301  SOYA-G1_4.1600      SOYA-U12_13.800     1                1    0.0000    0.5553            1.0455           20.0000
        20401        23401  ALBI-FV1_0.6000     CAPE34.5-FV_34.500  1                1    0.0160    0.1140            1.0000           50.0000
        20402        23401  ALBI-FV2_0.6000     CAPE34.5-FV_34.500  1                1    0.0160    0.1140            1.0000           50.0000
        20473        23472  ECOS-FV_0.6000      ECOSFV-34.5_34.500  1                1    0.0079    0.0725            1.0000           12.4000
        20701        23701  VENT-G1_0.8000      VENT-34.5_34.500    1                1    0.0000    0.1000            1.0000           60.0000
        21041        24041  GCSA_13.800         GCSA-46_46.000      1                1    0.0056    0.5373            1.0000           20.0000
        21051        24051  BORE-G1_13.800      BORE-46_46.000      1                1    0.0000    0.1270            1.0000           20.0000
        21061        22371  HILC-G1_13.800      NEJA-23_23.000      1                1    0.0000    0.1270            1.0000           10.0000
        21071        27071  LANG-U7_13.800      LANG-115_115.00     3                1    0.0000    0.2800            1.0000           36.0000
        21072        27071  LANG-U8_13.800      LANG-115_115.00     2                1    0.0000    0.1571            1.0000           65.0000
        21081        24381  LCAB-G1_13.800      OPIC-46_46.000      1                1    0.0000    0.1270            1.0000           20.0000
        21101        27101  5NOV-U1_13.800      5NOV-115_115.00     1                1    0.0000    0.4270            1.0364           42.0000
        21102        27101  5NOV-U2_13.800      5NOV-115_115.00     2                1    0.0000    0.3376            1.0364           42.0000
        21103        27101  5NOV-U3_13.800      5NOV-115_115.00     3                1    0.0000    0.2195            1.0000           42.0000
        21104        27101  5NOV-U4_13.800      5NOV-115_115.00     4                1    0.0000    0.2564            1.0000           41.6000
        21105        27101  5NOV-U5_13.800      5NOV-115_115.00     5                1    0.0000    0.2712            1.0364           47.0000
        21106        27101  5NOV-U6_13.800      5NOV-115_115.00     1                1    0.0000    0.2251            1.0250           45.0000
        21107        27101  5NOV-U7_13.800      5NOV-115_115.00     1                1    0.0000    0.2251            1.0250           45.0000
        21111        27111  GUAJ-U1_13.800      GUAJ-115_115.00     1                1    0.0000    0.4293            0.9750           25.0000
        21131        27131  ACAJ-U1_13.800      ACAJ-115_115.00     1                1    0.0000    0.3460            1.0364           33.0000
        21132        27131  ACAJ-U2_13.800      ACAJ-115_115.00     2                1    0.0000    0.3108            1.0364           39.0000
        21134        27132  ACAJ-U4_13.800      ACAJ2-115_115.00    1                1    0.0000    0.0941            1.0364          100.0000
        21135        27132  ACAJ-U5_13.800      ACAJ2-115_115.00    5                1    0.0000    0.1039            1.0364          100.0000
        21136        27132  M1-M3_13.800        ACAJ2-115_115.00    6                1    0.0000    0.1984            1.0259           64.0000
