  From number    To number  From name           To name             ID      In service    R (pu)    X (pu)    Tap ratio (pu)    Capacity (MVA)
         3104         3144  SIS_B309_34.500     LGL_U01_13.800      1                1    0.0000    0.8100            1.0000            8.0000
         3106         3421  SLU_B321_34.500     GRE_U01_13.800      1                1    0.0000    0.8340            1.0000           14.0000
         3106         3421  SLU_B321_34.500     GRE_U01_13.800      2                1    0.0000    0.3888            1.0000           26.0000
         3108         3284  SMT_B534_138.00     SMT_13.8KV_13.800   1                1    0.0000    0.2520            0.9906           25.0000
         3110         3133  PNU_69KV_69.000     PNU_13.8KV_13.800   1                1    0.0000    0.9466            1.0188           12.5000
         3111         3147  SRS_B433_69.000     SRS_B331_34.500     1                1    0.0000    0.9376            0.9719           25.0000
         3111         3152  SRS_B433_69.000     SRS_B332_34.500     1                1    0.0000    0.3257            0.9750           30.0000
         3115         3431  SMR_U01_13.800      CAT_B342_34.500     1                1    0.0000    3.9333            1.0000            1.5000
         3117         3173  TEL_B305_34.500     LEA_U01_4.1600      1                1    0.0000    4.0000            1.0000            2.5000
         3117         3174  TEL_B305_34.500     MGG_U01_4.1600      1                1    0.0000    4.0000            1.0000            2.5000
         3117         3215  TEL_B305_34.500     MAT_I_4.16_4.2000   1                1    0.0000    1.4000            1.0000            4.0000
         3117         3224  TEL_B305_34.500     MEZAPA_4.2000       1                1    0.0000    0.8333            1.0469           12.0000
         3119         3155  TON_B228_13.800     TON_B610_230.00     1                1    0.0000    0.2679            0.9812           44.8000
         3123         3124  VNU_B520_138.00     VNU_B322_34.500     1                1    0.0000    0.2940            0.9437           50.0000
         3123         3159  VNU_B520_138.00     VNU_B323_34.500     1                1    0.0000    0.3130            0.9438           50.0000
         3126         3175  YOR_B336_34.500     YOD_U01_4.1600      1                1    0.0000   20.0000            1.0000            0.5000
         3139         3186  GEV_U01_0.4800      NCO_B364_34.500     1                1    0.0000    0.5000            1.0000           20.0000
         3140         3160  RTD_13.8KV_13.800   RET_138KV_138.00    1                1    0.0000    0.6524            0.8875           50.0000
         3142         3186  ENF_U01_0.4800      NCO_B364_34.500     1                1    0.0000    0.5913            1.0000           20.0000
         3143         3186  CHU_U01_13.800      NCO_B364_34.500     1                1    0.0000    0.5000            1.0000           15.0000
         3145         3146  CUY_69_69.000       CUY_U01_13.800      1                1    0.0000    0.8452            1.0000           14.0000
         3149         3152  RLQ_B056_0.4150     SRS_B332_34.500     1                1    0.0000    4.0000            1.0000            1.6000
         3151         3587  SGT_34.5KV_34.500   SZG_4.16_4.2000     1                1    0.0000    0.6667            1.0000           15.0000
         3152         3309  SRS_B332_34.500     RIO_FRIO_4.1600     1                1    0.0000    2.0000            1.0000            5.0000
         3159         3167  VNU_B323_34.500     IHS_U01_0.4800      1                1    0.0000    0.5000            1.0000           20.0000
         3160         3161  RET_138KV_138.00    RET_B256_13.800     1                1    0.0000    0.5840            0.9063           50.0000
         3180         3181  CAR_B540_138.00     CAR_B340_34.500     1                1    0.0000    0.5353            0.9625           25.0000
         3183         3184  LEC_B619_230.00     LEC_B309_34.500     1                1    0.0000    0.3100            1.0000           50.0000
         3184         3570  LEC_B309_34.500     CHA_13.8KV_13.800   1                1    0.0000    0.6667            1.0000           15.0000
         3184         3571  LEC_B309_34.500     MRJ_4.16KV_4.1600   1                1    0.0000    1.7143            1.0000           10.0000
         3184         3572  LEC_B309_34.500     MRJ_4.16KV_4.1600   1                1    0.0000    3.0000            1.0000            4.0000
         3185         3186  NCO_B564_138.00     NCO_B364_34.500     1                1    0.0000    0.3210            0.9250           50.0000
         3186         3328  NCO_B364_34.500     CUYAGAUL_4.2000     1                1    0.0000    0.9762            1.0000            8.0000
         3186         3453  NCO_B364_34.500     ENN_U01_0.4800      1                1    0.0000    0.7407            1.0000           13.5000
         3186         3807  NCO_B364_34.500     DEGSA_13.8KV13.800  1                1    0.0000    0.5000            1.0000           15.0000
         3191         3192  SPC_138KV_138.00    SPC_13.8KV_13.800   1                1    0.0000    0.3003            0.9531           50.0000
         3201         3592  SOLAR_NAC1_34.500   AGF_B641_230.00     1                1    0.0000    0.2500            1.0000           60.0000
         3204         3205  AGP_B556_138.00     ENR_B246_13.800     1                1    0.0053    0.2123            1.0256           69.0000
         3204         3206  AGP_B556_138.00     ENR_B247_13.800     1                1    0.0053    0.2123            1.0256           69.0000
         3204         3207  AGP_B556_138.00     ENR_B248_13.800     1                1    0.0053    0.2123            1.0256           69.0000
         3204         3208  AGP_B556_138.00     ENR_B249_13.800     1                1    0.0053    0.2123            1.0256           69.0000
         3204         3209  AGP_B556_138.00     ENR_B250_13.800     1                1    0.0053    0.2123            1.0256           69.0000
         3210         3555  PSM_TER9_0.7000     PSM_B346_34.500     1                1    0.0000    1.0593            1.0281           11.8000
         3211         3581  NNC_B639_230.00     SOP_B350_34.500     1                1    0.0000    0.2500            1.0188           60.0000
         3211         3582  NNC_B639_230.00     CHS_B349_34.500     1                1    0.0000    0.2500            1.0188           60.0000
         3213         3214  BCO_138_138.00      BCO_13.8_13.800     1                1    0.0000    0.2200            1.0656           50.0000
         3213         3229  BCO_138_138.00      BCO_13.8_13.800     2                1    0.0000    0.2200            1.0000           50.0000
         3213         3280  BCO_138_138.00      BCO_13.8_13.800     1                1    0.0000    0.2200            1.0000           50.0000
         3216         3217  LAS_VENT_34_34.500  LAS_VENT_4.14.2000  1                1    0.0000    1.2000            1.0000           10.0000
         3219         3220  MER_138_138.00      MPP_B268_13.800     1                1    0.0000    0.4200            1.0000           25.0000
         3219         3228  MER_138_138.00      GPP_B269_13.800     1                1    0.0000    0.3103            1.0000           50.0000
         3221         3310  SOLAR_PRD_34.500    PRD_B618_230.00     1                1    0.0000    0.2400            1.0000           50.0000
         3222         3592  SOLAR_NAC2_34.500   AGF_B641_230.00     1                1    0.0000    0.2500            0.9719           60.0000
         3223         3553  SOLAR_SLU_34.500    SLU_B637_230.00     1                1    0.0000    0.1381            0.9906          120.0000
         3225         3433  RGN_4.1600          CHI_B362_34.500     1                1    0.0000    1.0000            1.0000            1.2000
         3228         3336  GPP_B269_13.800     PEC_SJIP_34.500     1                1    0.0000    0.2816            1.0000           50.0000
         3230         3553  LAJAS_Y_MANZ34.500  SLU_B637_230.00     1                0    0.0000    0.1285            0.9625           70.0000
         3243         3244  GPLATANARES_69.000  GPLATANARES_13.800  1                1    0.0000    0.2609            1.0000           46.0000
         3262         3263  PAT_B644_230.00     PAT_U1_13.800       1                1    0.0000    0.1766            1.0000           70.0000
         3262         3264  PAT_B644_230.00     PAT_U2_13.800       1                1    0.0000    0.1766            1.0000           70.0000
         3297         3298  CCG_13.800          CCG_SE_34.500       1                1    0.0000    0.4000            1.0000           15.0000
         3306         3307  SHL_B572_138.00     SLH_13.8_13.800     1                1    0.0000    0.2867            0.9625           30.0000
         3306         3317  SHL_B572_138.00     SHL_B_278_13.800    1                1    0.0000    0.5882            1.0469           17.0000
         3308         3318  LA_ENSENADA_13.800  ENCENADA_138.00     1                1    0.0000    0.2400            1.0000           50.0000
         3315         3316  PVR_69.000          PVR_B330_34.500     1                1    0.0000    0.5100            0.8688           20.0000
         3316         3412  PVR_B330_34.500     TRV_U01_4.1600      1                1    0.0000    0.4144            1.0000           25.0000
         3318         3319  ENCENADA_138.00     LA_ENSENADA_13.800  1                1    0.0000    0.2400            1.0000           50.0000
         3322         3323  YAG_138KV_138.00    YAG_I_13.8KV13.800  1                1    0.0000    0.4780            1.0000           37.5000
         3322         3324  YAG_138KV_138.00    YAG_II_13.8K13.800  1                1    0.0000    0.4780            1.0000           37.5000
         3330         3331  LOS_PINOS_1_34.500  LOS_PINOS_0.5000    1                1    0.0000    1.5742            1.0000            4.0000
         3334         3335  PEC_13.800          PEC_ALTIA_34.500    1                1    0.0000    0.2838            1.0000           50.0000
         3351         3355  LUT_B246_13.800     LUT_B622_230.00     1                1    0.0041    0.2494            1.0250           85.0000
         3352         3355  LUT_B247_13.800     LUT_B622_230.00     1                1    0.0041    0.2494            1.0250           85.0000
         3353         3355  LUT_B248_13.800     LUT_B622_230.00     1                1    0.0041    0.2494            1.0250           85.0000
         3354         3355  LUT_B249_13.800     LUT_B622_230.00     1                1    0.0041    0.2494            1.0250           85.0000
         3355         3590  LUT_B622_230.00     ENERBASA_13.800     1                1    0.0000    0.1400            1.0281           30.0000
         3408         3409  RNA_138KV_138.00    RNA_B333_34.500     1                1    0.0000    0.3130            1.0000           50.0000
         3413         3424  ETX_B255_13.800     ETX_69KV_69.000     1                1    0.0000    0.4732            1.0000           30.0000
         3419         3420  CAH_69KV_69.000     CAH_U01_13.800      1                1    0.0000    0.1944            1.0000           36.0000
         3421         3573  GRE_U01_13.800      GRE_B117_4.1600     1                1    0.0000    0.7225            1.0000           12.0000
         3429         3434  AMT_B605_230.00     AMT_B312_34.500     1                1    0.0000    0.2443            1.0000           50.0000
         3430         3431  CAT_B443_69.000     CAT_B342_34.500     1                1    0.0000    0.4928            0.9719           30.0000
         3460         3461  LAZ_34.5_34.500     LAZ_P_I_0.4800      1                0    0.0000    0.3744            1.0094           12.5000
         3460         3462  LAZ_34.5_34.500     LAZ_PL_II_0.4800    1                0    0.0000    0.3744            1.0188           12.5000
         3544         3602  CDH_B629_230.00     CDH_B368_34.500     1                1    0.0000    0.6548            0.9531           25.0000
         3548         3549  CDH34.5KV_34.500    CDH_0.69KV_0.6900   1                1    0.0000    0.0892            1.0000          130.0000
         3551         3552  VEG_B606_230.00     VEG_13.8KV_13.800   1                1    0.0000    0.2802            1.0000           47.5000
         3555         3556  PSM_B346_34.500     PSM_TER5_0.6900     1                1    0.0000    0.6649            1.0000           18.8000
         3555         3557  PSM_B346_34.500     PSM_TER6_0.6900     1                1    0.0000    0.6649            1.0000           18.8000
         3555         3558  PSM_B346_34.500     PSM_TER7_0.6900     1                1    0.0000    1.0593            1.0000           11.8000
         3555         3559  PSM_B346_34.500     PSM_TER8_0.6900     1                1    0.0000    1.3298            1.0000            9.4000
         3577         3578  CKP_B576_138.00     CKP_B276_13.800     1                1    0.0000    0.4200            1.0000           25.0000
         3593         3594  MECER_34.500        MCR_PLANTA_0.3600   1                1    0.0000    0.1830            0.9906           30.0000
         3811         3846  TLG_230KV_230.00    TLG_69KV_69.000     1                1    0.0000    0.1636            1.0281           85.0000
         4001         4300  ACH-13.8_13.800     ACH-138_138.00      1                1    0.0000    0.4040            0.9875           40.0000
         4001         4624  ACH-13.8_13.800     PHC1_0.4800         2                1    0.0000    0.4000            1.0000           25.0000
         4002         4202  ASO-13.8_13.800     ASO-69_69.000       1                1    0.0000    0.5667            0.9700           14.3000
         4003         4305  BTH113.8_13.800     BTH-138_138.00      1                1    0.0000    0.4040            1.0188           40.0000
         4004         4239  HLC-4.16_13.800     HLC-69_69.000       1                1    0.0000    0.0825            1.0000           15.0000
         4005         4346  CHG-13.8_13.800     CHG-138_138.00      1                1    0.0000    0.6667            1.0000           20.0000
         4006         4345  CHN-13.8_13.800     CHN-138_138.00      1                1    0.0000    0.4040            0.9804           40.0000
         4007         4208  COR-13.8_13.200     COR-69_69.000       1                1    0.0000    2.0693            1.0000            3.4000
         4008         4325  PDT213.8_13.800     PDT-138_138.00      2                1    0.0000    0.4040            0.9783           40.0000
         4009         4315  LBS-13.8_13.800     LBS-138_138.00      1                1    0.0000    0.4560            1.0127           40.0000
         4009         4625  LBS-13.8_13.800     PHC2-BT1_0.4800     1                1    0.0000    0.4000            1.0000           25.0000
         4010         4066  LNI-13.8_13.800     PCG8_4.2000         1                1    0.0000    0.3450            1.0000           30.0000
         4010         4316  LNI-13.8_13.800     LNI-138_138.00      1                1    0.0000    0.4040            0.9875           40.0000
         4011         4222  LNII13.8_13.800     LNII-69_69.000      1                1    0.0000    0.8900            1.0000           13.5000
         4012         4223  LPC-13.8_13.800     LPC-69_69.000       1                1    0.0000    0.7320            1.0145           10.0000
         4013         4023  MGA-U4,5_13.800     PCG3_4.1620         1                1    0.0000    0.3000            1.0000           25.5000
         4013         4317  MGA-U4,5_13.800     MGA-138_138.00      1                1    0.0000    0.4040            1.0063           38.0000
         4014         4317  MGA213.8_13.800     MGA-138_138.00      1                1    0.0000    0.6600            1.0000           25.0000
         4015         4318  MLP-13.8_13.800     MLP-138_138.00      1                1    0.0000    1.2000            0.9950            9.4000
         4016         4228  MTF-13.8_13.800     MTF-69_69.000       1                1    0.0000    0.8000            0.9658           10.0000
         4017         4229  NAG-13.8_13.200     NAG-69_69.000       1                1    0.0000    1.6000            1.0195            4.5000
         4018         4325  PDT-13.8_13.800     PDT-138_138.00      1                1    0.0000    0.6667            1.0000           25.0000
         4019         4338  PTZ-13.8_13.800     PTZ-138_138.00      1                1    0.0000    0.3333            1.0125           40.0000
         4020         4315  LBS-13.8_13.800     LBS-138_138.00      1                1    0.0160    0.6512            0.9538           25.0000
         4020         4626  LBS-13.8_13.800     PHC2-BT2_0.4800     1                1    0.0000    0.4000            1.0000           25.0000
         4020         4627  LBS-13.8_13.800     PHC2-BT3_0.4800     1                1    0.0000    0.4000            1.0000           25.0000
         4021         4305  BTH213.8_13.800     BTH-138_138.00      1                1    0.0000    0.6667            1.0204           15.0000
         4022         4027  NAG-GEN2_13.800     PCG6_4.1600         1                1    0.0000    1.0000            1.0000           20.0000
         4022         4224  NAG-GEN2_13.800     NAG2-69_69.000      1                1    0.0000    0.6367            0.9938           15.0000
         4024         4319  MSY113.8_13.800     MSY-138_138.00      1                1    0.0221    0.6533            1.0204           25.0000
         4025         4319  MSY213.8_13.800     MSY-138_138.00      1                1    0.0000    0.7454            1.0526           25.0000
         4026         4032  MSY-GEN1_13.800     PCG2_4.2000         1                1    0.0000    0.7454            1.0000           22.0000
         4029         4064  PCG1_4.1620         TPT-13.8_13.800     1                1    0.0000    0.6512            1.0000           25.0000
         4030         4392  MT1-13.8_13.800     MT1-138_138.00      1                1    0.0000    0.6667            0.9875           15.0000
         4033         4046  PCG4_4.2000         MSY-GEN2_13.800     4                1    0.0000    0.7454            1.0000           22.0000
         4036         4361  GNT-13.8_13.800     GNT-138_138.00      1                1    0.0000    1.3920            1.0000            6.2000
         4038         4246  IND-13.8_13.800     IND-69_69.000       1                1    0.0000    2.3120            1.0000            3.8000
         4047         4049  PCG7_4.1600         NGA-GEN1_13.800     1                1    0.0000    0.3450            1.0000           50.0000
         4048         4050  PCG5_4.2000         BZN-GEN_13.800      1                1    0.0000    0.6512            1.0000           25.0000
         4049         4342  NGA-GEN1_13.800     NG2-138_138.00      1                1    0.0000    0.1058            1.0000          100.0000
         4051         4302  ALT113.8_13.800     ALT-138_138.00      1                1    0.0000    0.3333            1.0000           40.0000
         4052         4302  ALT213.8_13.800     ALT-138_138.00      1                1    0.0000    0.4040            1.0068           38.0000
         4054         4306  BZN-13.8_13.800     BZN-138_138.00      1                1    0.0000    0.4040            1.0068           40.0000
         4055         4309  DRB-13.8_13.800     DRB-138_138.00      1                1    0.0000    0.4040            0.9750           40.0000
         4056         4380  GRD-13.8_13.800     GRD-138_138.00      1                1    0.0000    0.4040            1.0063           40.0000
         4057         4321  MTP-13.8_13.800     MTP-138_138.00      1                1    0.0000    0.3320            1.0063           25.0000
         4058         4322  NDE-13.8_13.800     NDE-138_138.00      1                1    0.0000    0.7067            1.0125           15.0000
         4059         4323  ORT113.8_13.800     ORT-138_138.00      1                1    0.0000    0.3333            1.0186           40.0000
         4060         4323  ORT213.8_13.800     ORT-138_138.00      1                1    0.0000    0.4000            0.9950           40.0000
         4061         4398  TCP113.8_13.800     TCPI-138_138.00     2                1    0.0000    0.4040            0.9875           40.0000
         4062         4340  TCP213.8_13.800     TCP-138_138.00      1                1    0.0185    0.4040            1.0000           40.0000
         4064         4336  TPT-13.8_13.800     TPT-138_138.00      1                1    0.0000    0.3333            1.0000           40.0000
         4065         4242  ENC113.8_13.200     ENC-69_69.000       1                1    0.0000    0.6367            0.9894           15.0000
         4067         4243  PMR-U1_13.800       PMR-69_69.000       1                1    0.0000    0.5533            1.0000           22.4000
         4069         4244  ENC213.8_14.500     ENC2-69_69.000      1                1    0.0000    1.7820            0.9663            5.0000
         4070         4243  PMR-U2_13.800       PMR-69_69.000       1                1    0.0000    0.5864            1.0000           14.0000
         4071         4243  PMR-U3_13.800       PMR-69_69.000       1                1    0.0000    0.4085            1.0000           28.8000
         4072         4341  PEN-U1,2_4.1600     PEN-138_138.00      1                1    0.0000    0.3920            1.0000           12.5000
         4073         4341  PEN-U3_4.1600       PEN-138_138.00      1                1    0.0000    0.2614            1.0000           46.3000
         4074         4341  PEN-U4_4.2000       PEN-138_138.00      1                1    0.0000    0.2614            1.0000           46.3000
         4076         4343  CLN-13.8_13.800     CLN-138_138.00      1                1    0.0000    0.4000            0.9875           25.0000
         4077         4384  EGR-13.8_13.800     EGR138_138.00       1                1    0.0000    0.6250            1.0000           25.0000
         4077         4384  EGR-13.8_13.800     EGR138_138.00       2                1    0.0000    0.6250            1.0000           25.0000
         4078         4344  AER-13.8_13.800     AER-138_138.00      1                1    0.0000    0.4040            1.0000           40.0000
         4081         4630  PCG9_4.1600         PCG9-13._13.800     11               1    0.0000    0.0891            1.0000           60.0000
         4090         4357  SNB-13.8_13.800     SNB-138_138.00      1                1    0.0000    0.6800            1.0150           40.0000
         4091         4381  PHL1-13.8_13.800    PHL-138_138.00      1                1    0.0000    0.8333            1.0000           12.0000
         4092         4381  PHL2-13.8_13.800    PHL-138_138.00      1                1    0.0000    0.8333            1.0000           12.0000
         4100         4311  EST-24.9_24.900     EST-138_138.00      1                1    0.0000    0.6667            0.9684           25.0000
         4101         4217  ETM-24.9_24.900     ETM-69_69.000       1                1    0.0000    1.4960            1.0125            5.0000
         4102         4312  EVJ-24.9_25.000     EVJ-138_138.00      1                1    0.0000    0.3640            1.0180           25.0000
         4103         4335  SEB_II-24.9_24.900  SEBII-138_138.00    1                1    0.0000    0.4000            0.9950           40.0000
         4104         4203  AST-4.16_4.1600     AST-69_69.000       1                1    0.0000    0.9400            0.9687            7.0000
         4105         4347  MGU-24.9_24.940     MGU_138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4106         4227  MLN-24.9_24.900     MLN-69_69.000       1                1    0.0000    1.5260            0.9688            5.0000
         4107         4320  MTG-24.9_24.900     MTG-138_138.00      1                1    0.0000    0.6667            1.0150           25.0000
         4108         4331  SEB-24.9_25.000     SEB-138_138.00      1                1    0.0000    0.4000            0.9832           25.0000
         4109         4399  SKL-24.9_24.900     SKL-138_138.00      1                1    0.0000    0.6667            0.9684           25.0000
         4110         4332  SNR-24.9_24.900     SNR-138_138.00      1                1    0.0000    1.5000            1.0031            6.2000
         4111         4333  SRS-24.9_24.900     SRS-138_138.00      1                1    0.0000    0.3800            1.0063           25.0000
         4112         4389  VNA-24.9_24.900     VNA-138_138.00      1                1    0.0000    0.7301            1.0000           20.0000
         4113         4337  YGA-24.9_24.900     YGA-138_138.00      1                1    0.0000    0.7301            1.0437           15.0000
         4116         4308  JIN-24.9_24.900     JIN-138_138.00      1                1    0.0000    0.6667            0.9700           25.0000
         4117         4372  MTG1-24.9_24.900    MTG1-138_138.00     1                1    0.0000    0.6000            1.0000           15.0000
         4120         4348  MLK-24.9_24.900     MLK_138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4121         4349  SIU-24.9_24.900     SIU_138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4151         4301  ACY-24.9_24.900     ACY-138_138.00      1                1    0.0000    1.7600            1.0125            5.6000
         4152         4303  AMR-24.9_24.900     AMR-138_138.00      1                1    0.0000    0.6300            1.0000           13.5000
         4153         4304  BCO-24.9_24.900     BCO-138_138.00      1                1    0.0000    0.6667            0.9973           25.0000
         4154         4204  BLF-24.9_24.900     BLF-69_69.000       1                1    0.0000    0.6667            1.0250           13.5000
         4155         4209  CTO-24.9_24.900     CTO-69_69.000       1                1    0.0000    1.5260            0.9975            5.0000
         4156         4397  EPZ-24.9_24.900     EPZII-138_138.00    1                1    0.0000    0.7000            0.9938           15.0000
         4157         4961  GAT-24.9_24.900     GATII-138_138.00    1                1    0.0000    0.7301            0.9750           15.0000
         4158         4314  LAB-24.9_24.900     LAB-138_138.00      1                1    0.0000    0.6333            1.0186           15.0000
         4159         4327  PHT-24.9_24.900     PHT-138_138.00      1                1    0.0000    1.7600            0.9812            5.6000
         4160         4330  RIV-24.9_25.000     RIV-138_138.00      1                1    0.0000    0.3333            1.0000           40.0000
         4161         4233  SNM-24.9_24.900     SNM-69_69.000       1                1    0.0000    1.7740            1.0063            5.0000
         4162         4339  GSR-24.9_24.900     CGC-138_138.00      1                1    0.0000    0.7300            1.0000           15.0000
         4162         4617  GSR-24.9_24.900     CGC-10.5_10.500     1                1    0.0000    0.7350            0.9744           10.0000
         4163         4351  YALI-24.9_24.900    YALI-138_138.00     1                1    0.0000    0.7301            0.9804           15.0000
         4164         4352  OCT-24.9_24.900     OCT-138_138.00      1                1    0.0000    0.7301            0.9709           15.0000
         4165         4353  DAL-24.9_24.900     DAL-138_138.00      1                1    0.0000    0.7301            1.0000           25.0000
         4166         4354  TRB-24.9_24.900     TRB-138_138.00      1                1    0.0000    0.6820            1.0000           15.0000
         4167         4355  SAU-24.9_24.900     SAU-138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4168         4356  WAS-24.9_24.900     WAS-138_138.00      1                1    0.0000    0.3800            1.0125           25.0000
         4177         4324  PCA-24.9_24.900     PCA-138_138.00      1                1    0.0000    0.8600            0.9925           12.5000
         4180         4246  IND-13.8_13.800     IND-69_69.000       1                1    0.0000    1.7820            1.0032            3.8000
         4181         4369  SNJ-24.9_24.900     SNJ-138_138.00      1                1    0.0000    0.3800            1.0000           25.0000
         4183         4390  ROS-24.9_24.900     ROS-138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4184         4382  BIL-24.9_24.900     BIL-138_138.00      1                1    0.0000    0.7301            1.0000           15.0000
         4185         4383  CNT-13.8_13.800     CNT-138_138.00      1                1    0.0000    0.4040            1.0313           40.0000
         4191         4385  CFON-13.8_13.800    CFON-138_138.00     1                1    0.0000    0.6667            0.9875           25.0000
         4192         4386  VEC-13.8_13.800     VEC-138_138.00      1                1    0.0000    0.6667            0.9866           25.0000
         4198         4396  EJB-24.9_24.900     EJB-138_138.00      1                1    0.1472    1.7600            0.9938            5.6000
         4199         4307  CAT-13.8_13.800     CAT-138_138.00      1                1    0.0000    0.3333            1.0000           40.0000
         4201         4301  ACY-69_69.000       ACY-138_138.00      1                1    0.0000    1.7800            1.0000            8.4000
         4205         4306  BZN-69_69.000       BZN-138_138.00      1                1    0.0000    0.2750            1.0042           30.0000
         4219         4313  GAT-69_69.000       GAT-138_138.00      1                1    0.0119    0.3125            1.0000           25.0000
         4230         4324  PCA-69_69.000       PCA-138_138.00      1                1    0.0000    0.7500            1.0526           40.0000
         4231         4614  PSA-69_69.000       PSA-U1_13.200       1                1    0.0000    0.3333            1.0000           30.0000
         4236         4389  VNA-69_69.000       VNA-138_138.00      1                1    0.0000    0.2576            1.0306           25.0000
         4241         4623  TTM-69_69.000       TTM-24.9_24.940     1                1    0.0000    0.0816            0.9804            7.5000
         4300         4605  ACH-138_138.00      PLB-U1_13.800       1                1    0.0000    0.5350            1.0000           33.0000
         4300         4606  ACH-138_138.00      PLB-U2_13.800       1                1    0.0000    0.1058            1.0000          100.0000
         4317         4608  MGA-138_138.00      MGA-U3_13.800       1                1    0.0000    0.2330            1.0000           53.0000
         4324         4601  PCA-138_138.00      PCA-U1_10.500       1                1    0.0000    0.3175            0.9800           31.5000
         4324         4602  PCA-138_138.00      PCA-U2_10.500       1                1    0.0000    0.3206            0.9800           31.5000
         4326         4604  PEC-138_138.00      PEC_13.800          1                1    0.0000    0.2124            1.0125           83.3000
         4328         4610  PMT-138_138.00      PMT-U1_13.200       1                1    0.0000    0.2250            1.0000           40.0000
         4328         4611  PMT-138_138.00      PMT-U2_13.800       1                1    0.0000    0.0915            1.0000           40.0000
         4328         4618  PMT-138_138.00      PMT-U3_13.800       1                1    0.0000    0.6667            1.0476           15.0000
         4329         4615  PCF-138_138.00      PCF-U1_10.500       1                1    0.0000    0.3175            1.0500           31.5000
         4329         4616  PCF-138_138.00      PCF-U2_10.500       1                1    0.0000    0.3175            1.0000           31.5000
         4334         4954  MTL-138_138.00      MTL-G1_13.800       1                1    0.0000    0.1837            1.0000           72.0000
         4336         4619  TPT-138_138.00      TPC_13.800          1                1    0.0000    0.1837            1.0400           80.0000
         4354         4995  TRB-138_138.00      PSOL4_13.800        1                1    0.0000    0.3000            1.0000           40.0000
         4357         4993  SNB-138_138.00      PSOL2_13.800        1                1    0.0000    0.3000            1.0000           40.0000
         4357         4994  SNB-138_138.00      PSOL3_13.800        1                1    0.0000    0.3000            1.0000           40.0000
         4400         4600  AMF-230_230.00      CEN-BT1_13.800      1                1    0.0000    0.1837            1.0000           70.0000
         4400         4622  AMF-230_230.00      CEN-BT2_13.800      1                1    0.0000    0.3103            1.0000           40.0000
         4405         4612  PNI-230_230.00      PNI-U1_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4405         4613  PNI-230_230.00      PNI-U2_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4410         4955  SMT-230_230.00      SMT-34.5_34.500     1                1    0.0000    0.5000            1.0000           50.0000
         4415         4630  PCG9-230_230.00     PCG9-13._13.800     10               1    0.0000    0.1282            1.0250           60.0000
         4415         4937  PCG9-230_230.00     FV-VEL_13.800       1                1    0.0000    0.2226            1.0000           70.0000
         4419         4628  MT1-230_230.00      PMN-GM1_13.800      1                1    0.0000    0.1250            1.0000           90.0000
         4419         4629  MT1-230_230.00      PMN-GM2_13.800      1                1    0.0000    0.1250            1.0000           90.0000
         4423         4631  GSN-230_230.00      GSN-U1_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4632  GSN-230_230.00      GSN-U2_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4633  GSN-230_230.00      GSN-U3_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4634  GSN-230_230.00      GSN-U4_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4635  GSN-230_230.00      GSN-U5_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4636  GSN-230_230.00      GSN-U6_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4423         4637  GSN-230_230.00      GSN-U7_13.800       1                1    0.0000    0.2006            1.0000           60.0000
         4701         4731  AMY-I_0.6000        AMY-T13._13.800     1                1    0.0000    0.4040            1.0000           50.0000
         4702         4731  AMY-II_0.6000       AMY-T13._13.800     1                1    0.0000    0.3175            1.0000           30.0000
         4731         4750  AMY-T13._13.800     AMY-230_230.00      1                1    0.0000    0.1250            1.0000           80.0000
         4801         4802  EOLO-345_34.500     EOLO_0.6900         1                1    0.0000    0.0991            0.9800           58.0000
         4801         4803  EOLO-345_34.500     EOLO-230_230.00     2                1    0.0000    0.2400            1.0000           50.0000
         4827         4828  LVG-138_138.00      LVG-24.9_24.900     1                1    0.0000    0.6300            1.0125           15.0000
         4830         4831  ABR-34.5_34.500     ABR_0.6900          1                1    0.0000    0.0991            1.0000           58.0000
         4830         4832  ABR-34.5_34.500     ABR-230_230.00      1                1    0.0000    0.2400            1.0000           50.0000
         4930         4931  PTMA-69_69.000      HPA-1_13.800        1                1    0.0000    0.1000            1.0000            8.5000
         4930         4932  PTMA-69_69.000      HPA-2_13.800        1                1    0.0000    0.1000            1.0000            8.5000
         4936         4937  FV-VEL_0.7000       FV-VEL_13.800       1                1    0.0000    0.6000            1.0000           15.0000
         4939         4970  PSL-13.8_13.800     PSL-0.4_0.4000      1                1    0.0000    0.6000            1.0000           15.0000
         4955         4960  SMT-34.5_34.500     PBP_0.7000          1                1    0.0000    0.2400            1.0000           50.0000
