  From Number    To Number  From Name         To Name             ID      Resistance_ohm    Reactance_ohm    Susceptance_uS    Base kV
         1865         1866  REC-692_69.000    REC-693_69.000      1               0.2171           0.6907            6.5112    69.0000
         1869         1870  LFU-691_69.000    LFU-69_69.000       1               0.2416           0.7584            7.1414    69.0000
         1980        12325  TND-B5_13.800     BLM-13_13.800       1               0.0001           0.0001          404.3268    13.8000
         3019         3048  ECH_B274_13.800   CHM_B239_13.800     1               0.0925           0.5417            5.2510    13.8000
         3019         3048  ECH_B274_13.800   CHM_B239_13.800     2               0.0925           0.5417            5.2510    13.8000
         3029         3098  CRL_B501_138.00   RLN_B521_138.00     1               1.0046           4.2228           27.6728   138.0000
         3029         3103  CRL_B501_138.00   SGT_138KV_138.00    1               7.0758          29.4336          197.0174   138.0000
         3030         3085  SUY_B515_138.00   MFL_B523_138.00     1               0.9909           3.9865           28.4079   138.0000
         3030         3101  SUY_B515_138.00   SFE_B505_138.00     1               2.0436           8.5005           56.9208   138.0000
         3031         3085  CDA_B530_138.00   MFL_B523_138.00     1               0.6189           2.4352           18.2735   138.0000
         3031         3120  CDA_B530_138.00   TON_B535_138.00     1               0.7279           2.9813           20.5314   138.0000
         3032         3095  CJN_B601_230.00   PGR_B603_230.00     2               3.4761          18.4214          212.9679   230.0000
         3032         3429  CJN_B601_230.00   AMT_B605_230.00     1              10.4218          57.0278          624.0454   230.0000
         3032         3550  CJN_B601_230.00   VEG_B607_230.00     1               0.6396           3.4332           38.8280   230.0000
         3032        30001  CJN_B601_230.00   T43_CJN_230.00      1               1.0897           5.9639           65.2552   230.0000
         3033         3429  SUY_B612_230.00   AMT_B605_230.00     1               2.6857          14.6956          160.8129   230.0000
         3033         3429  SUY_B612_230.00   AMT_B605_230.00     2               2.6857          14.6956          160.8129   230.0000
         3033         3544  SUY_B612_230.00   CDH_B629_230.00     1               1.2823           8.4148           59.9055   230.0000
         3034         3080  PAV_B620_230.00   LUV_B621_230.00     1               0.0095           0.0614            0.4348   230.0000
         3034         3301  PAV_B620_230.00   AGC_B624_230.00     1               0.2042           1.2934           14.6503   230.0000
         3034         3544  PAV_B620_230.00   CDH_B629_230.00     1               5.1667          33.8994          241.3422   230.0000
         3034         3553  PAV_B620_230.00   SLU_B637_230.00     1               1.3971           9.1649           65.2552   230.0000
         3036         3424  BER_B410_69.000   ETX_69KV_69.000     1               1.3962           5.3220           42.6381    69.0000
         3037         3049  BER_B507_138.00   CHM_B539_138.00     1               1.4529           6.4213           37.9122   138.0000
         3037         3052  BER_B507_138.00   CIR_B537_138.00     1               0.4662           1.9402           13.0225   138.0000
         3037         3179  BER_B507_138.00   TER_LVI_138_138.00  1               0.9871           4.3628           25.7824   138.0000
         3037         3203  BER_B507_138.00   SPS_B558_138.00     1               1.9716           8.3121           54.1378   138.0000
         3037         3276  BER_B507_138.00   ALTIA_138.00        1               0.4007           1.5357           12.1298   138.0000
         3038         3064  PGR_B509_138.00   GUA_B537_138.00     1               2.7258          11.4013           75.4568   138.0000
         3038         3098  PGR_B509_138.00   RLN_B521_138.00     1               5.8206          24.2529          161.7832   138.0000
         3038         3108  PGR_B509_138.00   SMT_B534_138.00     1               1.6902           7.0842           46.6814   138.0000
         3038         3160  PGR_B509_138.00   RET_138KV_138.00    1               2.6256          10.8313           73.5665   138.0000
         3040         3122  BIJ_B562_138.00   TSZ_B526_138.00     1               3.6109          15.7635           95.5682   138.0000
         3040         3213  BIJ_B562_138.00   BCO_138_138.00      1               0.1377           0.5890            3.8857   138.0000
         3040         3408  BIJ_B562_138.00   RNA_138KV_138.00    1               0.5559           2.4574           14.4928   138.0000
         3043         3067  BOR_B571_138.00   ISL_B520_138.00     1               6.4805          26.7334          181.5270   138.0000
         3043         3306  BOR_B571_138.00   SHL_B572_138.00     1               6.2449          23.8359          190.4012   138.0000
         3045         3078  BVI_B528_138.00   LPT_B503_138.00     1               0.6005           2.3015           18.2210   138.0000
         3045         3191  BVI_B528_138.00   SPC_138KV_138.00    1               0.4186           1.6046           12.7074   138.0000
         3045         3276  BVI_B528_138.00   ALTIA_138.00        1               0.4007           1.5357           12.1298   138.0000
         3047         3097  CCE_B565_138.00   RGU_B518_138.00     1               5.3346          22.0071          149.4434   138.0000
         3047         3322  CCE_B565_138.00   YAG_138KV_138.00    1               1.2474           7.4451           96.1458   138.0000
         3049         3082  CHM_B539_138.00   MAS_B544_138.00     1               4.2678          18.8627          111.4262   138.0000
         3049         3179  CHM_B539_138.00   TER_LVI_138_138.00  1               0.4540           2.0063           11.8673   138.0000
         3049         3204  CHM_B539_138.00   AGP_B556_138.00     1               0.0661           0.2759            7.2989   138.0000
         3049         3219  CHM_B539_138.00   MER_138_138.00      1               0.6604           2.9187           17.2233   138.0000
         3052         3160  CIR_B537_138.00   RET_138KV_138.00    1               0.9547           3.9387           26.7276   138.0000
         3052         3203  CIR_B537_138.00   SPS_B558_138.00     1               1.3394           5.6140           37.1771   138.0000
         3053         3083  CRL_B301_34.500   MCH_B311_34.500     1               2.0022           7.7473           62.1718    34.5000
         3054         3089  CRL_69KV_69.000   NIS_B439_69.000     1               6.6440          24.7748          207.0993    69.0000
         3055         3105  CTE_B513_138.00   SIS_B548_138.00     1               0.6145           2.5687           17.0132   138.0000
         3055         3118  CTE_B513_138.00   TEL_B511_138.00     1              10.6839          44.4554          297.4165   138.0000
         3058         3314  DAN_B432_69.000   ODA_B430_69.000     1               4.1471           9.4673           68.4730    69.0000
         3058         3432  DAN_B432_69.000   CHI_B403_69.000     1               6.9728          16.1758          115.5219    69.0000
         3059         3122  ELC_B560_138.00   TSZ_B526_138.00     1               0.0299           0.1146            0.8927   138.0000
         3060         3091  CYG_B536_138.00   PAZ_B525_138.00     1               1.4249           5.9274           39.6975   138.0000
         3060         3427  CYG_B536_138.00   AMT_B541_138.00     1               5.5020          22.8869          153.1716   138.0000
         3061         3330  GMC_B347_34.500   LOS_PINOS_1_34.500  1               0.0427           0.0608            0.0000    34.5000
         3062         3069  GMC_B437_69.000   JUT_B438_69.000     1               8.6068          32.8071          262.5499    69.0000
         3062         3846  GMC_B437_69.000   TLG_69KV_69.000     1               3.5826          13.6559          109.2208    69.0000
         3064         3118  GUA_B537_138.00   TEL_B511_138.00     1               4.6606          19.3872          129.7522   138.0000
         3067         3097  ISL_B520_138.00   RGU_B518_138.00     1               1.6827           6.9417           47.1540   138.0000
         3069         3325  JUT_B438_69.000   JUD_B412_69.000     1               0.0403           0.3299            5.8811    69.0000
         3069         3430  JUT_B438_69.000   CAT_B443_69.000     1               4.8243          17.2991          161.3106    69.0000
         3071         3089  LFL_B434_69.000   NIS_B439_69.000     1               4.3853          16.7156          133.7954    69.0000
         3071         3111  LFL_B434_69.000   SRS_B433_69.000     1               2.3968           9.1358           73.0939    69.0000
         3071         3425  LFL_B434_69.000   ERA_B471_69.000     1               7.0347          27.1587          211.9303    69.0000
         3072         3085  LNZ_138KV_138.00  MFL_B523_138.00     1               0.5976           2.4856           16.6457   138.0000
         3073         3419  LIM_69KV_69.000   CAH_69KV_69.000     1               2.6151           5.0295           34.0265    69.0000
         3073         3600  LIM_69KV_69.000   SMT_69KV_69.000     1               0.3261           1.2430            9.8719    69.0000
         3075         3100  LLN_B419_69.000   SFE_B404_69.000     1               0.9586           2.1884           15.9630    69.0000
         3075         3113  LLN_B419_69.000   SUY_B418_69.000     1               1.5316           3.7518           32.1361    69.0000
         3077         3100  LNZ_B425_69.000   SFE_B404_69.000     1               0.8961           1.7849           17.2233    69.0000
         3077         3110  LNZ_B425_69.000   PNU_69KV_69.000     1               0.3751           0.7471            7.1414    69.0000
         3078         3203  LPT_B503_138.00   SPS_B558_138.00     1               1.6738           7.0385           46.3138   138.0000
         3078         3203  LPT_B503_138.00   SPS_B558_138.00     2               1.4064           5.8707           39.1724   138.0000
         3079         3080  LSL_B628_230.00   LUV_B621_230.00     1               0.0175           0.1132            0.8129   230.0000
         3082         3122  MAS_B544_138.00   TSZ_B526_138.00     1               0.9522           4.0128           26.1500   138.0000
         3083         3088  MCH_B311_34.500   NIS_B310_34.500     1               5.0565          19.2742          154.5894    34.5000
         3087         3094  MOR_B435_69.000   PGR_B422_69.000     1               3.0124          11.4825           91.9975    69.0000
         3087         3170  MOR_B435_69.000   CUY_69KV_69.000     1               1.7572           6.6981           53.5602    69.0000
         3090         3106  PAV_B363_34.500   SLU_B321_34.500     1               2.3853           6.7548           99.9790    34.5000
         3091         3103  PAZ_B525_138.00   SGT_138KV_138.00    1               2.7717          11.5300           77.1897   138.0000
         3094         3600  PGR_B422_69.000   SMT_69KV_69.000     1               1.6735           6.3792           51.0397    69.0000
         3095         3550  PGR_B603_230.00   VEG_B607_230.00     1               3.5411          18.8091          216.5974   230.0000
         3097         3318  RGU_B518_138.00   ENCENADA_138.00     1               5.3895          22.4195          150.0735   138.0000
         3098         3180  RLN_B521_138.00   CAR_B540_138.00     1               1.9532           8.1649           54.0853   138.0000
         3100         3846  SFE_B404_69.000   TLG_69KV_69.000     1               6.1001          23.2520          186.0954    69.0000
         3101         3120  SFE_B505_138.00   TON_B535_138.00     1               1.2999           5.2819           37.0720   138.0000
         3101         3427  SFE_B505_138.00   AMT_B541_138.00     1               2.6924          11.1998           74.9842   138.0000
         3102         3216  SGT_B374_34.500   LAS_VENT_34_34.500  1               1.2547           4.7337           11.7622    34.5000
         3104         3460  SIS_B309_34.500   LAZ_34.5_34.500     1               0.0235           0.0794            0.8402    34.5000
         3105         3318  SIS_B548_138.00   ENCENADA_138.00     1               1.7924           7.4565           49.8845   138.0000
         3106         3593  SLU_B321_34.500   MECER_34.500        1               1.0692           3.7265           36.9670    34.5000
         3108         3203  SMT_B534_138.00   SPS_B558_138.00     1               1.0842           4.5584           29.8782   138.0000
         3110         3113  PNU_69KV_69.000   SUY_B418_69.000     1               0.4703           1.6377           11.7622    69.0000
         3111         3243  SRS_B433_69.000   GPLATANARES_69.000  1               1.8425           9.8552           88.2168    69.0000
         3113         3128  SUY_B418_69.000   ZAM_B431_69.000     1               5.0666          11.5604           84.4360    69.0000
         3116         3424  TAL_B404_69.000   ETX_69KV_69.000     1               3.9341          14.9956          119.9328    69.0000
         3123         3180  VNU_B520_138.00   CAR_B540_138.00     1               2.6877          11.1800           74.8267   138.0000
         3123         3203  VNU_B520_138.00   SPS_B558_138.00     1               1.1447           4.8297           31.4535   138.0000
         3128         3314  ZAM_B431_69.000   ODA_B430_69.000     1               3.7530           8.5633           62.5919    69.0000
         3145         3170  CUY_69_69.000     CUY_69KV_69.000     1               0.5200           1.9821           15.9630    69.0000
         3155         3301  TON_B610_230.00   AGC_B624_230.00     1               4.8911          31.2031          349.5841   230.0000
         3155         3301  TON_B610_230.00   AGC_B624_230.00     2               4.8911          31.2031          349.5841   230.0000
         3155         3429  TON_B610_230.00   AMT_B605_230.00     1               1.9086          12.1765          136.4272   230.0000
         3155         3429  TON_B610_230.00   AMT_B605_230.00     2               1.9086          12.1765          136.4272   230.0000
         3170         3350  CUY_69KV_69.000   YOR_B436_69.000     1               5.2239          19.9121          159.4203    69.0000
         3180         3577  CAR_B540_138.00   CKP_B576_138.00     1               0.0834           0.3291            2.4680   138.0000
         3183         3190  LEC_B619_230.00   F-LEC-PAN_230.00    1               4.0151          25.9612          185.3119   230.0000
         3183         3300  LEC_B619_230.00   SBV_B609_230.00     1               6.6543          43.0267          307.1267   230.0000
         3185         3203  NCO_B564_138.00   SPS_B558_138.00     1               2.8341          11.4605           80.9704   138.0000
         3186         3436  NCO_B364_34.500   PLL_B363_34.500     1               0.7062           2.3828           25.2048    34.5000
         3188         3554  PSM_230_230.00    EBI_B635_230.00     1               0.0053           0.0317            0.4915   230.0000
         3203         3204  SPS_B558_138.00   AGP_B556_138.00     1               1.7109          10.2108          131.8526   138.0000
         3203         3204  SPS_B558_138.00   AGP_B556_138.00     2               1.7109          10.2108          131.8526   138.0000
         3211         3592  NNC_B639_230.00   AGF_B641_230.00     1               0.0492           0.3111            3.5350   230.0000
         3211        29181  NNC_B639_230.00   F-15SE-NNC_230.00   1               1.4553           9.2152          104.5936   230.0000
         3213         3408  BCO_138_138.00    RNA_138KV_138.00    1               0.3632           2.4771           17.9059   138.0000
         3219         3408  MER_138_138.00    RNA_138KV_138.00    1               2.3881          10.4843           11.4997   138.0000
         3262         3326  PAT_B644_230.00   JUD_B650_230.00     1               2.6223          16.0779          195.2741   230.0000
         3271         3602  PETACON_34.500    CDH_B368_34.500     1               8.5571          12.1892           94.0979    34.5000
         3297         3604  CCG_13.800        CHM_13.8_13.800     1               0.4771           1.5496           15.7530    13.8000
         3298         3299  CCG_SE_34.500     CCG_PL_34.500       1               3.4387           6.9145           65.5325    34.5000
         3300        30001  SBV_B609_230.00   T43_CJN_230.00      1               0.7729           6.3602           40.5293   230.0000
         3300        30002  SBV_B609_230.00   T43_AMT_230.00      1               0.7729           6.3602           40.5293   230.0000
         3301         3355  AGC_B624_230.00   LUT_B622_230.00     1               0.0016           0.0196            0.1701   230.0000
         3301         3355  AGC_B624_230.00   LUT_B622_230.00     2               0.0016           0.0196            0.1701   230.0000
         3301         3592  AGC_B624_230.00   AGF_B641_230.00     1               1.6865          10.6921          121.1909   230.0000
         3301         4411  AGC_B624_230.00   FHS-230_230.00      1               3.9617          32.1473          224.9905   230.0000
         3301        29181  AGC_B624_230.00   F-15SE-NNC_230.00   1               3.1909          20.2311          229.3195   230.0000
         3301        29182  AGC_B624_230.00   F-15SE-AGC_230.00   1               3.2280          26.1442          183.4594   230.0000
         3310         3553  PRD_B618_230.00   SLU_B637_230.00     1               1.2929           8.4830           60.3970   230.0000
         3310         4407  PRD_B618_230.00   FNH-230_230.00      1               1.7076          11.2037           79.7543   230.0000
         3311        30003  PRD_B360_34.500   SLU_HE_34.500       1               2.2660           6.4171           94.9380    34.5000
         3314         3315  ODA_B430_69.000   PVR_69.000          1               2.9816          10.7378           95.9882    69.0000
         3341         3553  CHY_B647_230.00   SLU_B637_230.00     1               2.0261          12.2781          151.7580   230.0000
         3341         3554  CHY_B647_230.00   EBI_B635_230.00     1               0.2962           1.8198           22.5331   230.0000
         3429         3811  AMT_B605_230.00   TLG_230KV_230.00    1               2.5387          15.9673          184.6125   230.0000
         3429        30002  AMT_B605_230.00   T43_AMT_230.00      1               9.3173          50.9818          557.8828   230.0000
         3545         3548  CDH_34.5_34.500   CDH34.5KV_34.500    1               0.0073           0.0072            0.0000    34.5000
         3550         3551  VEG_B607_230.00   VEG_B606_230.00     1               0.0497           0.2629            3.0435   230.0000
         4013         4028  MGA-U4,5_13.800   MGA-U4,5_13.800     1               0.0000           0.0002            0.0000    13.8000
         4024         4026  MSY113.8_13.800   MSY-GEN1_13.800     1               0.0533           0.2098           10.5020    13.8000
         4025         4046  MSY213.8_13.800   MSY-GEN2_13.800     1               0.0533           0.2098           10.5020    13.8000
         4050         4054  BZN-GEN_13.800    BZN-13.8_13.800     1               0.1385           0.0546           26.2550    13.8000
         4165         4985  DAL-24.9_24.900   MOR-U1_24.900       1               1.6623           3.7016           33.8704    24.9000
         4200         4225  ACH-69_69.000     MGA-69_69.000       1               1.6544           3.0461           22.4743    69.0000
         4200         4240  ACH-69_69.000     DHLC-69_69.000      1               6.6630          13.3546           82.1256    69.0000
         4201         4233  ACY-69_69.000     SNM-69_69.000       1              20.1652          37.7933          269.6912    69.0000
         4202         4210  ASO-69_69.000     DCMZ-69_69.000      1               0.5637           1.0098            7.9815    69.0000
         4202         4244  ASO-69_69.000     ENC2-69_69.000      1               0.0433           0.0771            0.6301    69.0000
         4203         4230  AST-69_69.000     PCA-69_69.000       1               7.0101          13.7883           88.2168    69.0000
         4203         4930  AST-69_69.000     PTMA-69_69.000      1               6.2060          12.4567           49.7795    69.0000
         4204         4215  BLF-69_69.000     EPZ-69_69.000       1              19.1868          37.6952          242.3861    69.0000
         4205         4235  BZN-69_69.000     TCP-69_69.000       1               3.6131           7.2405           44.5285    69.0000
         4206         4207  CHG-69_69.000     CHN-69_69.000       1               3.2380           6.4888           39.9076    69.0000
         4206         4221  CHG-69_69.000     LNI-69_69.000       1               6.1236          12.2734           75.6144    69.0000
         4206         4231  CHG-69_69.000     PSA-69_69.000       1               1.9706           3.7469           25.8349    69.0000
         4207         4211  CHN-69_69.000     DCOR-69_69.000      1               0.0619           0.1109            0.8402    69.0000
         4208         4211  COR-69_69.000     DCOR-69_69.000      1               4.6934           8.4060           65.7425    69.0000
         4209         4219  CTO-69_69.000     GAT-69_69.000       1               9.4353          17.6538          125.8139    69.0000
         4210         4225  DCMZ-69_69.000    MGA-69_69.000       1               1.7021           3.1061           23.3144    69.0000
         4211         4218  DCOR-69_69.000    EVJ-69_69.000       1               1.1198           2.0939           14.9128    69.0000
         4212         4218  DMLN-69_69.000    EVJ-69_69.000       1              10.9693          20.5271          146.3978    69.0000
         4212         4236  DMLN-69_69.000    VNA-69_69.000       1               3.5879           6.7102           47.8891    69.0000
         4212         4925  DMLN-69_69.000    DTTM-69_69.000      1               4.7743           8.9297           63.6421    69.0000
         4213         4214  DMTF-69_69.000    DPTN-69_69.000      1               1.6264           3.1984           20.3739    69.0000
         4213         4228  DMTF-69_69.000    MTF-69_69.000       1               1.8244           3.8145           21.4241    69.0000
         4214         4242  DPTN-69_69.000    ENC-69_69.000       1               0.4509           0.9032            5.4610    69.0000
         4214         4246  DPTN-69_69.000    IND-69_69.000       1               3.4314           6.8770           42.2180    69.0000
         4215         4219  EPZ-69_69.000     GAT-69_69.000       1              15.1405          28.2927          202.2684    69.0000
         4217         4234  ETM-69_69.000     SNR-69_69.000       1               8.3046          15.5361          110.6910    69.0000
         4218         4243  EVJ-69_69.000     PMR-69_69.000       1               1.7397           6.2726           54.6104    69.0000
         4221         4923  LNI-69_69.000     DLNII-69_69.000     1               0.7018           1.4059            8.6116    69.0000
         4222         4923  LNII-69_69.000    DLNII-69_69.000     1               0.9446           1.8925           11.5522    69.0000
         4223         4224  LPC-69_69.000     NAG2-69_69.000      1               4.1011           8.2190           50.6196    69.0000
         4223         4923  LPC-69_69.000     DLNII-69_69.000     1               6.2045          12.4357           76.4545    69.0000
         4224         4229  NAG2-69_69.000    NAG-69_69.000       1               0.2212           0.4434            2.7305    69.0000
         4225         4246  MGA-69_69.000     IND-69_69.000       1               0.4026           0.8068            5.0410    69.0000
         4227         4925  MLN-69_69.000     DTTM-69_69.000      1               0.0271           0.0505            0.4201    69.0000
         4229         4240  NAG-69_69.000     DHLC-69_69.000      1               2.0829           4.1744           25.6249    69.0000
         4235         4242  TCP-69_69.000     ENC-69_69.000       1               0.2023           0.4056            2.5205    69.0000
         4239         4240  HLC-69_69.000     DHLC-69_69.000      1               0.2428           0.4618            3.1506    69.0000
         4241         4925  TTM-69_69.000     DTTM-69_69.000      1               0.1619           0.3252            1.8904    69.0000
         4300         4315  ACH-138_138.00    LBS-138_138.00      1               0.4094           1.9882           14.5978   138.0000
         4300         4317  ACH-138_138.00    MGA-138_138.00      1               0.7008           3.1918           23.5770   138.0000
         4301         4313  ACY-138_138.00    GAT-138_138.00      1               7.9052          23.1499          153.9067   138.0000
         4301         4950  ACY-138_138.00    SMA-138_138.00      1               4.8791          14.2849           94.9380   138.0000
         4302         4323  ALT-138_138.00    ORT-138_138.00      1               0.6304           2.8299           21.6341   138.0000
         4302         4343  ALT-138_138.00    CLN-138_138.00      1               0.6738           2.4755           28.6179   138.0000
         4303         4304  AMR-138_138.00    BCO-138_138.00      1               8.8688          25.9817          172.7578   138.0000
         4303         4950  AMR-138_138.00    SMA-138_138.00      1               1.2721           3.7231           24.7322   138.0000
         4304         4310  BCO-138_138.00    DLAB-138_138.00     1               3.9421          11.7521           58.8112   138.0000
         4305         4315  BTH-138_138.00    LBS-138_138.00      1               0.6684           2.9975           22.9469   138.0000
         4305         4325  BTH-138_138.00    PDT-138_138.00      1               0.3999           1.7958           13.7576   138.0000
         4306         4319  BZN-138_138.00    MSY-138_138.00      1               0.3409           1.5635           11.4997   138.0000
         4307         4319  CAT-138_138.00    MSY-138_138.00      1               1.0665           4.5534           38.5948   138.0000
         4307         4321  CAT-138_138.00    MTP-138_138.00      1               1.2855           3.7612           25.3098   138.0000
         4307         4322  CAT-138_138.00    NDE-138_138.00      1               3.1746           9.2935           61.7517   138.0000
         4308         4324  JIN-138_138.00    PCA-138_138.00      1               0.1817           0.8692            5.8811   138.0000
         4308         4331  JIN-138_138.00    SEB-138_138.00      1               2.8928          13.5098           95.4631   138.0000
         4309         4321  DRB-138_138.00    MTP-138_138.00      1               1.7825           5.2162           35.0767   138.0000
         4309         4333  DRB-138_138.00    SRS-138_138.00      1               3.6736          10.7503           72.3062   138.0000
         4310         4314  DLAB-138_138.00   LAB-138_138.00      1               0.0419           0.2704            4.4108   138.0000
         4310         4336  DLAB-138_138.00   TPT-138_138.00      1               4.9362          14.4087           76.6121   138.0000
         4311         4335  EST-138_138.00    SEBII-138_138.00    1               3.9966          18.6079          132.3777   138.0000
         4311         4337  EST-138_138.00    YGA-138_138.00      1               4.9495          23.0470          163.9887   138.0000
         4312         4316  EVJ-138_138.00    LNI-138_138.00      1               3.6412          16.8444          121.2980   138.0000
         4312         4345  EVJ-138_138.00    CHN-138_138.00      1               0.5435           2.5639           17.8009   138.0000
         4313         4961  GAT-138_138.00    GATII-138_138.00    1               0.0724           0.3232            2.4680   138.0000
         4315         4392  LBS-138_138.00    MT1-138_138.00      1               0.5047           2.5595           17.2233   138.0000
         4316         4341  LNI-138_138.00    PEN-138_138.00      1               2.3340          10.4820           80.3928   138.0000
         4316         4346  LNI-138_138.00    CHG-138_138.00      1               2.3348          10.0114           84.0160   138.0000
         4317         4338  MGA-138_138.00    PTZ-138_138.00      1               0.3923           1.7939           13.2850   138.0000
         4317         4357  MGA-138_138.00    SNB-138_138.00      1               2.0960           9.6216           70.2583   138.0000
         4318         4350  MLP-138_138.00    DMLP-138_138.00     1               0.6304           2.8299           21.6341   138.0000
         4319         4361  MSY-138_138.00    GNT-138_138.00      1               0.7852           3.7802           26.5700   138.0000
         4319         4380  MSY-138_138.00    GRD-138_138.00      1               1.7597           7.5090           63.4846   138.0000
         4320         4335  MTG-138_138.00    SEBII-138_138.00    1               5.9602          16.8894          119.8803   138.0000
         4320         4368  MTG-138_138.00    DMTG-138_138.00     1               0.8113           2.3009           16.3306   138.0000
         4322         4330  NDE-138_138.00    RIV-138_138.00      1               6.9701          20.4114          135.6858   138.0000
         4323         4338  ORT-138_138.00    PTZ-138_138.00      1               0.5370           2.4186           18.3260   138.0000
         4323         4344  ORT-138_138.00    AER-138_138.00      1               1.0120           4.5233           34.8666   138.0000
         4324         4381  PCA-138_138.00    PHL-138_138.00      1               0.4150           1.9552           13.6001   138.0000
         4325         4383  PDT-138_138.00    CNT-138_138.00      1               0.3542           1.2969           14.9653   138.0000
         4326         4345  PEC-138_138.00    CHN-138_138.00      1               2.3658          11.1594           77.5047   138.0000
         4327         4329  PHT-138_138.00    PCF-138_138.00      1               3.6622          16.9454          122.0332   138.0000
         4327         4357  PHT-138_138.00    SNB-138_138.00      1               2.8935          13.2826           96.9859   138.0000
         4328         4342  PMT-138_138.00    NG2-138_138.00      1               3.2146          15.1343          105.0200   138.0000
         4328         4359  PMT-138_138.00    MLP2-138_138.00     1               3.6679          14.5687          115.7845   138.0000
         4329         4335  PCF-138_138.00    SEBII-138_138.00    1               1.8267           8.4712           60.6490   138.0000
         4329         4355  PCF-138_138.00    SAU-138_138.00      1               5.1590          18.9431          219.2292   138.0000
         4330         4384  RIV-138_138.00    EGR138_138.00       1               0.3923           1.7540           13.4951   138.0000
         4330         4827  RIV-138_138.00    LVG-138_138.00      1               1.0326           4.6157           35.5493   138.0000
         4331         4335  SEB-138_138.00    SEBII-138_138.00    1               1.8267           8.4712           60.6490   138.0000
         4331         4354  SEB-138_138.00    TRB-138_138.00      1               2.9156          13.4832           97.5110   138.0000
         4331         4381  SEB-138_138.00    PHL-138_138.00      1               2.7326          12.7641           90.2121   138.0000
         4332         4353  SNR-138_138.00    DAL-138_138.00      1               4.5435          20.3091          156.5322   138.0000
         4332         4368  SNR-138_138.00    DMTG-138_138.00     1               1.9370           5.4934           38.9624   138.0000
         4332         4396  SNR-138_138.00    EJB-138_138.00      1               3.8960          17.4152          134.2155   138.0000
         4333         4334  SRS-138_138.00    MTL-138_138.00      1               1.1979           5.8218           37.9122   138.0000
         4333         4339  SRS-138_138.00    CGC-138_138.00      1               0.2038           0.5561            4.2533   138.0000
         4333         4386  SRS-138_138.00    VEC-138_138.00      1               3.7277          16.6627          128.4394   138.0000
         4336         4344  TPT-138_138.00    AER-138_138.00      1               0.9025           4.0341           31.0859   138.0000
         4336         4354  TPT-138_138.00    TRB-138_138.00      1               7.5129          34.7458          251.2077   138.0000
         4336         4361  TPT-138_138.00    GNT-138_138.00      1               1.1807           5.5304           38.8574   138.0000
         4337         4351  YGA-138_138.00    YALI-138_138.00     1               4.7191          21.0937          162.5709   138.0000
         4337         4352  YGA-138_138.00    OCT-138_138.00      1               2.0653           9.2314           71.1510   138.0000
         4340         4383  TCP-138_138.00    CNT-138_138.00      1               1.1415           4.6130           22.2117   138.0000
         4340         4398  TCP-138_138.00    TCPI-138_138.00     1               0.4544           2.0309           15.6480   138.0000
         4341         4359  PEN-138_138.00    MLP2-138_138.00     1               4.0830          17.4215          133.8479   138.0000
         4342         4386  NG2-138_138.00    VEC-138_138.00      1               2.5919          11.5854           89.2670   138.0000
         4342         4392  NG2-138_138.00    MT1-138_138.00      1               2.9309          12.3405           85.9063   138.0000
         4343         4398  CLN-138_138.00    TCPI-138_138.00     1               0.7951           3.5542           27.4102   138.0000
         4345         4346  CHN-138_138.00    CHG-138_138.00      1               1.3121           5.6294           47.2065   138.0000
         4347         4348  MGU_138_138.00    MLK_138_138.00      1              12.3514          35.0002          248.3197   138.0000
         4347         4396  MGU_138_138.00    EJB-138_138.00      1               2.2335           9.9838           76.9271   138.0000
         4348         4349  MLK_138_138.00    SIU_138_138.00      1              11.8764          33.6540          238.7629   138.0000
         4349         4390  SIU_138_138.00    ROS-138_138.00      1               7.0217          31.3868          241.9135   138.0000
         4350         4355  DMLP-138_138.00   SAU-138_138.00      1               5.1114          18.7526          217.0237   138.0000
         4350         4359  DMLP-138_138.00   MLP2-138_138.00     1               0.5066           2.2796           17.0132   138.0000
         4352         4399  OCT-138_138.00    SKL-138_138.00      1               4.8534          21.6938          167.1918   138.0000
         4353         4356  DAL-138_138.00    WAS-138_138.00      1               4.8223          21.5553          166.1416   138.0000
         4355         4389  SAU-138_138.00    VNA-138_138.00      1               3.7174          16.6165          128.0718   138.0000
         4368         4372  DMTG-138_138.00   MTG1-138_138.00     1               0.8876           2.5176           17.8534   138.0000
         4369         4827  SNJ-138_138.00    LVG-138_138.00      1               1.5944           7.1266           54.9254   138.0000
         4382         4390  BIL-138_138.00    ROS-138_138.00      1              13.6306          60.9273          469.5967   138.0000
         4385         4386  CFON-138_138.00   VEC-138_138.00      1               2.2201           9.9238           76.5070   138.0000
         4385         4398  CFON-138_138.00   TCPI-138_138.00     1               1.6006           7.1543           55.1355   138.0000
         4397         4961  EPZII-138_138.00  GATII-138_138.00    1               5.7827          25.8480          199.2229   138.0000
         4400         4405  AMF-230_230.00    PNI-230_230.00      1               0.1587           1.0315            7.6938   230.0000
         4401         4406  LBS-230_230.00    TCP-230_230.00      1               2.3805          15.2352          115.2363   230.0000
         4401         4419  LBS-230_230.00    MT1-230_230.00      1               0.3280           2.3011           16.6919   230.0000
         4401         4420  LBS-230_230.00    SNB-230_230.00      1               5.8396          31.8823          238.8280   230.0000
         4402         4403  SND-230_230.00    LNI-230_230.00      1               3.1052          16.1028          146.9376   230.0000
